ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,สายทางหน่วยงาน,รหัสสายทาง,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ,วันเวลาเกิด,วันเวลาเกิด_ปัดครึ่งชม,ช่วงเวลา,รถน้อยกว่า4ล้อ,รถ4ล้อ,รถมากกว่า4ล้อ
2024,8/6/2024,16:00:00,ทางหลวง,43,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.855458068,100.9609909,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-06-08 16:00:00,2024-06-08 16:00:00,16:00,0,0,1
2024,13/6/2024,6:15:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.701465109,100.4426229,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-06-13 06:15:00,2024-06-13 06:30:00,06:30,0,1,0
2024,13/6/2024,23:50:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.694340438,100.3767545,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2024-06-13 23:50:00,2024-06-14 00:00:00,00:00,0,1,0
2024,14/6/2024,3:30:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.871562758,100.4702671,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-06-14 03:30:00,2024-06-14 03:30:00,03:30,0,1,0
2024,16/6/2024,2:30:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.764675373,100.4591628,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024-06-16 02:30:00,2024-06-16 02:30:00,02:30,0,1,0
2024,16/6/2024,15:00:00,ทางหลวง,406,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,6.952990951,100.1349467,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2024-06-16 15:00:00,2024-06-16 15:00:00,15:00,0,2,0
2024,18/6/2024,2:45:00,ทางหลวง,4309,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.126708535,100.6313888,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024-06-18 02:45:00,2024-06-18 03:00:00,03:00,0,1,0
2024,19/6/2024,9:10:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.21633723,100.5563553,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-06-19 09:10:00,2024-06-19 09:00:00,09:00,0,1,0
2024,20/6/2024,13:30:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.947927522,100.8628372,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2024-06-20 13:30:00,2024-06-20 13:30:00,13:30,0,2,0
2024,21/6/2024,8:10:00,ทางหลวง,4054,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.648176549,100.3463423,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2024-06-21 08:10:00,2024-06-21 08:00:00,08:00,0,1,0
2024,22/6/2024,0:30:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.1672092,100.610324,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-06-22 00:30:00,2024-06-22 00:30:00,00:30,0,1,0
2024,22/6/2024,21:10:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.221460885,100.5574603,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-22 21:10:00,2024-06-22 21:00:00,21:00,0,1,0
2024,25/6/2024,1:00:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.170988161,100.6124067,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-25 01:00:00,2024-06-25 01:00:00,01:00,0,1,0
2024,25/6/2024,16:15:00,ทางหลวง,408,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ไม่ให้สัญญาณชะลอ/เลี้ยว,ชนท้าย,แจ่มใส,6.869876499,100.7198058,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2024-06-25 16:15:00,2024-06-25 16:30:00,16:30,0,0,2
2024,26/6/2024,9:00:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.065410357,100.5320585,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024-06-26 09:00:00,2024-06-26 09:00:00,09:00,0,1,0
2024,27/6/2024,11:00:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.901921993,100.908253,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024-06-27 11:00:00,2024-06-27 11:00:00,11:00,0,1,0
2024,29/6/2024,23:00:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.006142002,100.4175898,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-06-29 23:00:00,2024-06-29 23:00:00,23:00,0,1,0
2024,30/6/2024,2:45:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.100028967,100.5096768,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2024-06-30 02:45:00,2024-06-30 03:00:00,03:00,0,1,0
2024,1/7/2024,2:10:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.636559562,100.3916864,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2024-07-01 02:10:00,2024-07-01 02:00:00,02:00,0,1,0
2024,2/7/2024,5:00:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.677907872,100.4375375,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2024-07-02 05:00:00,2024-07-02 05:00:00,05:00,0,1,0
2024,3/7/2024,9:00:00,ทางหลวง,414,สงขลา,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.014511825,100.428312,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024-07-03 09:00:00,2024-07-03 09:00:00,09:00,0,0,1
2024,4/7/2024,1:30:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.954978735,100.5581792,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-07-04 01:30:00,2024-07-04 01:30:00,01:30,0,1,0
2024,6/7/2024,5:45:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.583141365,100.4125479,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-07-06 05:45:00,2024-07-06 06:00:00,06:00,0,1,0
2024,8/7/2024,14:00:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.749888462,100.4517618,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-07-08 14:00:00,2024-07-08 14:00:00,14:00,0,1,0
2024,8/7/2024,16:00:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ฝนตก,6.991835543,100.6771078,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2024-07-08 16:00:00,2024-07-08 16:00:00,16:00,0,2,0
2024,8/7/2024,17:20:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.747281744,100.4515976,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-07-08 17:20:00,2024-07-08 17:30:00,17:30,0,1,0
2024,8/7/2024,22:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,7.070991763,100.6366292,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-07-08 22:30:00,2024-07-08 22:30:00,22:30,0,1,0
2024,9/7/2024,3:30:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.748548541,100.4516581,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-07-09 03:30:00,2024-07-09 03:30:00,03:30,0,0,1
2024,9/7/2024,11:25:00,ทางหลวง,406,สงขลา,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.967696468,100.1362526,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2024-07-09 11:25:00,2024-07-09 11:30:00,11:30,0,1,1
2024,9/7/2024,21:30:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.234271765,100.5554125,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024-07-09 21:30:00,2024-07-09 21:30:00,21:30,0,1,0
2024,10/7/2024,16:30:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.041855251,100.656508,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024-07-10 16:30:00,2024-07-10 16:30:00,16:30,1,2,0
2024,10/7/2024,17:00:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.992710617,100.6769221,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2024-07-10 17:00:00,2024-07-10 17:00:00,17:00,1,1,0
2024,12/7/2024,11:35:00,ทางหลวง,4287,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ฝนตก,6.984880538,100.3277938,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,3,2024-07-12 11:35:00,2024-07-12 11:30:00,11:30,0,2,0
2024,12/7/2024,13:50:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ยางเสื่อมสภาพ/ยางแตก,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.036033928,100.3943238,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-07-12 13:50:00,2024-07-12 14:00:00,14:00,0,1,0
2024,17/7/2024,6:40:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.027486882,100.4453641,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-07-17 06:40:00,2024-07-17 06:30:00,06:30,0,1,0
2024,17/7/2024,9:15:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ยางเสื่อมสภาพ/ยางแตก,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,7.185441065,100.5451664,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-07-17 09:15:00,2024-07-17 09:30:00,09:30,0,1,0
2024,17/7/2024,12:05:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.18547433,100.5452241,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024-07-17 12:05:00,2024-07-17 12:00:00,12:00,1,0,0
2024,20/7/2024,7:50:00,ทางหลวง,408,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ยางเสื่อมสภาพ/ยางแตก,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.13784002,100.5720958,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024-07-20 07:50:00,2024-07-20 08:00:00,08:00,0,0,1
2024,22/7/2024,16:00:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.957547372,100.5471806,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-22 16:00:00,2024-07-22 16:00:00,16:00,0,4,0
2024,27/7/2024,14:05:00,ทางหลวง,4,สงขลา,รถตู้,ทางโค้งกว้าง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,6.760168225,100.459042,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2024-07-27 14:05:00,2024-07-27 14:00:00,14:00,1,1,0
2024,28/7/2024,2:05:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.967161212,100.6862552,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-28 02:05:00,2024-07-28 02:00:00,02:00,0,1,0
2024,28/7/2024,15:15:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.846457008,100.3523108,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2024-07-28 15:15:00,2024-07-28 15:30:00,15:30,0,2,0
2024,28/7/2024,23:00:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.948584764,100.8286089,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-07-28 23:00:00,2024-07-28 23:00:00,23:00,0,1,0
2024,29/7/2024,4:10:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.004285127,100.4150377,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-29 04:10:00,2024-07-29 04:00:00,04:00,0,1,0
2024,29/7/2024,6:40:00,ทางหลวง,4054,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.633374179,100.3996593,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-07-29 06:40:00,2024-07-29 06:30:00,06:30,0,1,0
2024,3/8/2024,10:45:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.577877329,100.4109554,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2024-08-03 10:45:00,2024-08-03 11:00:00,11:00,0,2,0
2024,4/8/2024,11:50:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,ชนท้าย,แจ่มใส,6.866132988,100.9584627,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,2024-08-04 11:50:00,2024-08-04 12:00:00,12:00,0,2,0
2024,4/8/2024,16:30:00,ทางหลวง,42,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางโค้งอันตราย,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.711597233,100.7317236,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-04 16:30:00,2024-08-04 16:30:00,16:30,0,1,0
2024,6/8/2024,5:30:00,ทางหลวง,406,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางโค้งกว้าง+ไม่มีความลาดชัน,เมาสุรา,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.004771479,100.1422567,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2024-08-06 05:30:00,2024-08-06 05:30:00,05:30,0,0,1
2024,17/8/2024,6:00:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.938990689,100.7022212,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-08-17 06:00:00,2024-08-17 06:00:00,06:00,0,1,0
2024,17/8/2024,13:00:00,ทางหลวง,43,สงขลา,รถโดยสารขนาดใหญ่,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.934292436,100.7837019,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2024-08-17 13:00:00,2024-08-17 13:00:00,13:00,0,0,1
2024,19/8/2024,11:00:00,ทางหลวง,414,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.049662851,100.4740489,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2024-08-19 11:00:00,2024-08-19 11:00:00,11:00,0,1,1
2024,19/8/2024,19:40:00,ทางหลวง,4054,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.637881335,100.3678441,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2024-08-19 19:40:00,2024-08-19 19:30:00,19:30,0,1,0
2024,21/8/2024,7:45:00,ทางหลวง,4085,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.662945171,100.9583594,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-08-21 07:45:00,2024-08-21 08:00:00,08:00,0,1,0
2024,21/8/2024,8:30:00,ทางหลวง,4,สงขลา,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.982204386,100.4572624,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024-08-21 08:30:00,2024-08-21 08:30:00,08:30,0,0,1
2024,21/8/2024,16:00:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.85823854,100.9588636,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2024-08-21 16:00:00,2024-08-21 16:00:00,16:00,0,1,0
2024,22/8/2024,7:10:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.909987408,100.3383634,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2024-08-22 07:10:00,2024-08-22 07:00:00,07:00,0,1,0
2024,22/8/2024,20:00:00,ทางหลวง,4054,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.646674889,100.3525079,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2024-08-22 20:00:00,2024-08-22 20:00:00,20:00,0,1,0
2024,22/8/2024,22:10:00,ทางหลวง,4054,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.650852703,100.3414916,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-08-22 22:10:00,2024-08-22 22:00:00,22:00,0,1,0
2024,23/8/2024,10:20:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.78446841,100.3530023,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2024-08-23 10:20:00,2024-08-23 10:30:00,10:30,0,1,0
2024,29/8/2024,3:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.600878754,100.6991642,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2024-08-29 03:30:00,2024-08-29 03:30:00,03:30,0,1,0
2024,29/8/2024,17:04:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.010136588,100.4226311,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024-08-29 17:04:00,2024-08-29 17:00:00,17:00,0,1,0
2024,29/8/2024,18:00:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,อื่นๆ,แจ่มใส,7.144634074,100.5923742,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-29 18:00:00,2024-08-29 18:00:00,18:00,0,1,0
