ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง(ไม่เกิน7คน),รถยนต์นั่ง(เกิน7คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก(4ล้อ),รถบรรทุกขนาด2เพลา(6ล้อ),รถบรรทุกขนาด3เพลา(10ล้อ),รถบรรทุกพ่วง(มากกว่า3เพลา),รถบรรทุกกึ่งพ่วง(มากกว่า3เพลา),รวม,%ของยานยนต์หนัก,จักรยาน2ล้อและจักรยาน3ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
317,200,เขาแหลม-สระแก้ว,114+500,3277,3218,14,16,24,4915,430,574,499,411,13378,14.606,14,2617,ขท.สระแก้ว(วัฒนานคร),สระแก้ว
317,200,เขาแหลม-สระแก้ว,129+494,2701,2877,9,11,26,7062,470,432,466,288,14342,11.804,20,2173,ขท.สระแก้ว(วัฒนานคร),สระแก้ว
319,102,ปราจีนบุรี-ไผ่ชะเลือด,12+138,2395,582,35,43,176,3018,1265,1037,838,889,10278,41.331,31,544,ขท.ปราจีนบุรี,ปราจีนบุรี
319,103,ไผ่ชะเลือด-โคกไทย,31+465,3532,999,117,145,172,2925,1011,537,543,376,10357,26.88,72,944,ขท.ปราจีนบุรี,ปราจีนบุรี
319,103,ไผ่ชะเลือด-โคกไทย,35+006,3524,3216,267,87,82,1999,888,490,538,610,11701,23.032,50,2046,ขท.ปราจีนบุรี,ปราจีนบุรี
319,200,โคกไทย-พนมสารคาม,47+054,6313,4381,36,13,106,6868,1612,1722,1178,1046,23275,24.391,14,2819,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
320,100,ศาลนเรศวร-สถานีรถไฟปราจีนบุรี,2+156,2718,557,109,97,85,3039,337,107,101,84,7234,11.211,84,1521,ขท.ปราจีนบุรี,ปราจีนบุรี
321,101,นครปฐม-หนองปลาไหล,9+150,6091,4648,1408,1413,1313,4375,4624,5016,4887,1856,35631,53.63,1004,7167,ขท.นครปฐม,นครปฐม
321,102,หนองปลาไหล-กำแพงแสน,22+800,10280,9941,4476,4820,917,4818,5785,7490,7080,4267,59874,50.705,135,8103,ขท.นครปฐม,นครปฐม
321,201,กำแพงแสน-ทุ่งคอก,48+551,2402,1376,4,40,1,5381,524,841,1787,956,13312,31.167,5,1236,ขท.สุพรรณบุรีที่2(อู่ทอง),สุพรรณบุรี
321,203,วังขอน-ดอนแจง,77+925,4110,3200,4,10,8,6749,677,492,828,481,16559,15.073,10,2115,ขท.สุพรรณบุรีที่2(อู่ทอง),สุพรรณบุรี
321,300,ดอนแจง-สุพรรณบุรี,105+150,13321,2897,269,124,14,7730,238,54,4,0,24651,1.761,23,7762,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
322,100,อู่ยา-ดอนเจดีย์,13+600,3375,449,48,7,0,2141,208,82,56,36,6402,6.076,4,1277,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
323,100,หนองตะแครง-ลูกแก,1+360,11409,4419,401,506,392,9389,1616,1632,986,926,31676,19.125,59,5834,ขท.ราชบุรี,ราชบุรี
323,100,หนองตะแครง-ลูกแก,8+360,10839,7143,852,421,373,9208,1546,1457,1573,1228,34640,19.047,59,5352,ขท.ราชบุรี,ราชบุรี
323,100,หนองตะแครง-ลูกแก,11+624,8877,6918,1294,458,514,7689,1433,1315,1080,733,30311,18.254,17,7415,ขท.ราชบุรี,ราชบุรี
323,201,ลูกแก-หนองเสือ,28+050,6148,4879,47,42,148,2917,851,1016,919,746,17713,21.013,3,2058,ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ-ท่าน้ำตื้น,43+660,9954,8452,0,18,86,10161,447,235,286,154,29793,4.115,0,3314,ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ-ท่าน้ำตื้น,54+240,11419,9607,122,107,172,12515,187,188,186,29,34532,2.517,0,3194,ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ-ท่าน้ำตื้น,64+650,8484,6514,140,134,152,7772,73,24,15,5,23313,1.729,4,4690,ขท.กาญจนบุรี,กาญจนบุรี
323,202,หนองเสือ-ท่าน้ำตื้น,65+600,6284,3484,97,118,154,7065,258,166,65,11,17702,4.361,0,3175,ขท.กาญจนบุรี,กาญจนบุรี
323,203,ท่าน้ำตื้น-หนองสามพราน,77+350,2835,2153,29,28,77,2697,89,155,104,46,8213,6.076,29,858,ขท.กาญจนบุรี,กาญจนบุรี
323,204,หนองสามพราน-แก่งประลอม,121+012,681,721,34,10,16,1958,120,62,20,52,3674,7.621,6,1050,ขท.กาญจนบุรี,กาญจนบุรี
323,205,แก่งประลอม-ทองผาภูมิ,156+712,1279,656,25,10,13,1804,93,87,78,25,4070,7.518,1,901,ขท.กาญจนบุรี,กาญจนบุรี
323,205,แก่งประลอม-ทองผาภูมิ,176+012,1679,260,8,5,13,2466,122,86,66,17,4722,6.544,1,1534,ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ-เจดีย์สามองค์,207+226,478,31,11,9,0,522,21,12,10,5,1099,5.187,3,325,ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ-เจดีย์สามองค์,257+826,138,25,5,0,0,241,10,13,6,1,439,6.834,0,137,ขท.กาญจนบุรี,กาญจนบุรี
323,206,ทองผาภูมิ-เจดีย์สามองค์,269+167,596,108,5,5,0,747,20,6,3,0,1490,2.282,0,1015,ขท.กาญจนบุรี,กาญจนบุรี
324,100,กาญจนบุรี-หนองขาว,5+000,5649,4890,6,9,114,7344,120,59,68,12,18271,2.091,0,3794,ขท.กาญจนบุรี,กาญจนบุรี
324,201,หนองขาว-ตลาดเขต,12+910,4362,1344,29,22,57,6062,326,273,344,145,12964,9.002,14,1768,ขท.สุพรรณบุรีที่2(อู่ทอง),กาญจนบุรี
324,201,หนองขาว-ตลาดเขต,24+000,3480,512,3,0,38,5274,276,490,467,169,10709,13.447,1,1486,ขท.สุพรรณบุรีที่2(อู่ทอง),กาญจนบุรี
324,201,หนองขาว-ตลาดเขต,40+000,3908,510,3,8,45,5130,318,395,392,212,10921,12.545,6,1495,ขท.สุพรรณบุรีที่2(อู่ทอง),กาญจนบุรี
325,101,บางแพ-บางพรม,3+500,5598,4771,1033,1353,847,6191,2548,2369,2043,429,27182,35.277,318,5054,ขท.สมุทรสงคราม,ราชบุรี
325,101,บางแพ-บางพรม,32+790,2758,2535,1131,1051,1490,2313,1204,892,500,25,13899,37.139,222,1944,ขท.สมุทรสงคราม,สมุทรสงคราม
326,100,ทางเข้าประจวบคีรีขันธ์,0+500,6081,545,0,0,0,593,35,10,0,0,7264,0.619,19,2662,ขท.ประจวบคีรีขันธ์(หัวหิน),ประจวบคีรีขันธ์
327,100,สี่แยกปฐมพร-แยกหมอเล็ก,2+400,7452,299,111,2,3,9980,418,120,37,38,18460,3.348,13,5891,ขท.ชุมพร,ชุมพร
327,100,สี่แยกปฐมพร-แยกหมอเล็ก,6+900,7387,891,76,14,5,7974,255,165,9,8,16784,2.717,24,3987,ขท.ชุมพร,ชุมพร
331,101,สัตหีบ-เขาบายศรี,5+663,8588,5838,454,216,238,3587,434,262,258,59,19934,7.359,0,3175,ขท.ชลบุรีที่2,ชลบุรี
331,102,เขาบายศรี-พันเสด็จนอก,44+258,12050,8069,70,52,227,10520,4208,1815,1955,279,39245,21.751,0,5540,ขท.ชลบุรีที่2,ชลบุรี
331,104,เนินผาสุข-มาบเอียง,12+300,6863,4904,137,192,214,6756,4795,2366,3094,2733,32054,41.786,36,1558,ขท.ชลบุรีที่2,ชลบุรี
331,201,หนองปรือ-เนินโมก,68+900,4383,1884,345,368,427,4803,1665,1887,1343,2107,19212,40.584,6,1737,ขท.ชลบุรีที่1,ชลบุรี
331,202,เนินโมก-แปลงยาว,94+900,2980,2822,22,29,21,1837,1987,1514,1776,1871,14859,48.442,11,1191,ขท.ชลบุรีที่1,ชลบุรี
331,202,เนินโมก-แปลงยาว,103+700,2884,3061,30,26,30,1874,1872,1694,1812,1894,15177,48.284,10,1013,ขท.ชลบุรีที่1,ชลบุรี
331,301,แปลงยาว-สี่แยกนาน้อย,110+447,10992,3208,17,0,25,3732,2680,2649,3724,1655,28682,37.421,5,1057,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
331,302,สี่แยกนาน้อย-เขาหินซ้อน,134+753,15002,2828,196,0,278,3001,2500,2059,2523,2756,31143,32.482,39,1879,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
332,100,เขาหาดยาว-ทุ่งโปร่ง,0+550,7227,5876,23,14,24,953,368,291,20,0,14796,4.846,0,3179,ขท.ชลบุรีที่2,ชลบุรี
332,200,ทุ่งโปร่ง-สำนักท้อน,14+000,2208,1176,23,13,27,3353,273,245,86,93,7497,9.831,11,905,ขท.ระยอง,ระยอง
333,100,อู่ทอง-สระกระโจม,18+000,636,228,5,3,0,1971,156,149,123,75,3346,15.123,15,814,ขท.สุพรรณบุรีที่2(อู่ทอง),สุพรรณบุรี
333,200,สระกระโจม-บ้านไร่,38+900,1009,277,5,0,0,1419,168,175,237,87,3377,19.751,1,273,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
333,200,สระกระโจม-บ้านไร่,64+000,5279,1091,10,5,0,5424,269,148,176,20,12422,4.975,18,4537,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
333,302,การุ้ง-อุทัยธานี,113+236,1744,225,0,0,202,2203,241,243,218,207,5283,21.03,173,1501,ขท.อุทัยธานี,อุทัยธานี
333,302,การุ้ง-อุทัยธานี,139+686,2492,186,0,0,207,3064,384,216,186,184,6919,17.011,159,1081,ขท.อุทัยธานี,อุทัยธานี
333,302,การุ้ง-อุทัยธานี,163+011,5429,1795,233,0,190,2510,356,223,211,182,11129,10.441,146,1994,ขท.อุทัยธานี,อุทัยธานี
333,303,อุทัยธานี-สะพานข้ามแม่น้ำเจ้าพระยา,176+946,1399,674,7,2,6,1896,143,82,131,53,4393,9.492,35,453,ขท.อุทัยธานี,นครสวรรค์
334,100,แยกต่างระดับอ่างทอง-บ้านรอ,1+400,14339,4928,617,14,111,3378,983,845,1470,775,27460,15.288,60,2070,ขท.อ่างทอง,อ่างทอง
335,100,แยกสิงห์เหนือ-สิงห์บุรี,0+500,5960,183,17,6,10,3688,305,116,101,24,10410,5.399,26,2792,ขท.สิงห์บุรี,สิงห์บุรี
338,101,อรุณอมรินทร์-พุทธมณฑลสาย4,0+000,54078,6957,1175,479,1550,14483,411,14,6,0,79153,3.108,0,16598,ขท.ธนบุรี,กรุงเทพมหานคร
338,101,อรุณอมรินทร์-พุทธมณฑลสาย4,9+281,69397,16526,0,0,789,47820,4343,5300,4170,0,148345,9.843,0,6006,ขท.ธนบุรี,กรุงเทพมหานคร
338,102,ทางยกระดับบางกอกน้อย-นครชัยศรี,2+164,19533,5120,0,0,0,12338,0,0,0,0,36991,0,0,0,ขท.ธนบุรี,กรุงเทพมหานคร
338,102,ทางยกระดับบางกอกน้อย-นครชัยศรี,8+664,14976,5033,0,0,0,11211,0,0,0,0,31220,0,0,0,ขท.ธนบุรี,กรุงเทพมหานคร
338,201,พุทธมณฑลสาย4-นครชัยศรี,22+081,33619,30501,1280,2579,4960,3922,6661,4009,1986,1800,91317,24.086,0,1213,ขท.สมุทรสาคร,นครปฐม
338,202,สะพานต่างระดับท่าตำหนัก,0+300,42897,40125,1282,3170,6466,29805,6248,4682,2254,1854,138783,17.779,0,961,ขท.สมุทรสาคร,นครปฐม
340,100,บางบัวทอง-ลาดบัวหลวง,7+941,14718,7003,97,116,79,11704,2829,2132,1973,2053,42704,21.501,52,3814,ขท.นนทบุรี,ปทุมธานี
340,200,ลาดบัวหลวง-สาลี,30+341,11455,999,5,10,8,3498,831,656,1051,983,19496,18.152,8,1318,ขท.สุพรรณบุรีที่2(อู่ทอง),พระนครศรีอยุธยา
340,301,สาลี-สุพรรณบุรี,49+941,5241,601,1,1,36,7987,765,616,599,626,16473,16.044,2,405,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
340,301,สาลี-สุพรรณบุรี,74+491,8598,1104,169,4,15,9925,786,344,383,240,21568,8.216,20,2830,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
340,303,ศรีประจันต์-ปากน้ำ,113+409,3130,3928,36,26,14,3044,736,385,418,322,12039,15.79,15,1156,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
340,401,ปากน้ำ-โรงพยาบาลสรรคบุรี,135+143,1965,1588,0,0,0,1122,941,658,698,429,7401,36.833,10,926,ขท.ชัยนาท,ชัยนาท
340,402,โรงพยาบาลสรรคบุรี-ชัยนาท,150+341,4329,2876,9,0,3,4541,826,733,729,407,14453,18.667,1,1153,ขท.ชัยนาท,ชัยนาท
340,402,โรงพยาบาลสรรคบุรี-ชัยนาท,162+341,4447,4362,1,21,6,2211,2015,2123,2084,1522,18792,41.353,34,1981,ขท.ชัยนาท,ชัยนาท
344,102,หนองรี-หนองปรือ,6+665,38670,10851,941,830,972,8169,7249,4066,1561,1459,74768,21.583,46,4936,ขท.ชลบุรีที่1,ชลบุรี
344,102,หนองรี-หนองปรือ,16+470,11413,4577,453,430,931,5658,1914,1938,1841,1246,30401,27.302,14,3829,ขท.ชลบุรีที่1,ชลบุรี
344,103,หนองปรือ-คลองเขต,48+725,5484,5018,640,636,830,2258,1372,1361,1424,1471,20494,34.615,10,893,ขท.ชลบุรีที่1,ชลบุรี
344,202,กระแสบน-แกลง,98+000,8870,1235,0,3,221,15903,1048,1124,496,391,29291,11.208,4,3610,ขท.ระยอง,ระยอง
345,100,บางบัวทอง-บางคูวัด,6+300,21006,21786,314,223,130,19371,2699,2614,2495,2160,72798,14.178,158,4923,ขท.นนทบุรี,นนทบุรี
345,200,บางคูวัด-บางพูน,16+425,20401,19367,8719,7131,6650,7492,6968,5926,3554,0,86208,35.065,0,8173,ขท.ปทุมธานี,ปทุมธานี
346,102,สะพานคลองเปรม-สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี,1+800,70864,7275,6082,6165,6035,6974,6604,5730,6020,4275,126024,27.637,0,47849,ขท.ปทุมธานี,ปทุมธานี
346,102,สะพานคลองเปรม-สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี,9+500,30908,18514,5948,6179,6863,6840,6476,7052,5753,4368,98901,37.099,0,25232,ขท.ปทุมธานี,ปทุมธานี
346,103,สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี-ต่างระดับลาดหลุมแก้ว,15+000,5060,5322,2182,1760,1400,2842,3160,3375,3458,3772,32331,52.349,169,4147,ขท.ปทุมธานี,ปทุมธานี
346,202,แยกนพวงศ์-บางเลน,34+560,7271,2174,46,23,86,7690,1428,1328,1467,1335,22848,24.803,102,2238,ขท.นนทบุรี,นนทบุรี
346,301,บางเลน-ลำลูกบัว,55+000,2114,2036,872,708,664,2591,2615,2317,2240,1957,18114,57.972,399,3097,ขท.นครปฐม,นครปฐม
346,302,ลำลูกบัว-หนองกระทุ่ม,78+000,5725,8118,3902,3593,2773,3900,6839,8031,7230,4365,54476,60.267,100,6632,ขท.นครปฐม,นครปฐม
346,400,หนองกระทุ่ม-พนมทวน,96+106,2920,731,9,2,9,5451,423,445,825,342,11157,18.338,5,1317,ขท.สุพรรณบุรีที่2(อู่ทอง),กาญจนบุรี
347,101,เทคโนโลยีปทุมธานี-ต่างระดับเชียงรากน้อย,2+800,8886,10785,5154,3906,4464,8210,6024,5944,3623,3275,60271,45.189,0,6915,ขท.ปทุมธานี,ปทุมธานี
347,102,ต่างระดับเชียงรากน้อย-บางกระสั้น,18+100,10225,11398,250,239,313,4343,2238,2352,2869,2408,36635,28.44,0,252,ขท.ปทุมธานี,พระนครศรีอยุธยา
347,200,บางกระสั้น-บางปะหัน,22+305,6339,1235,582,552,169,6370,1050,1913,1274,1103,20587,29.441,15,709,ขท.อยุธยา,พระนครศรีอยุธยา
347,300,บางปะหัน-เจ้าปลุก,49+701,11566,5252,1230,1021,705,1704,1620,1426,1527,934,26985,26.804,0,1219,ขท.อ่างทอง,พระนครศรีอยุธยา
347,300,บางปะหัน-เจ้าปลุก,58+435,2416,2326,1147,751,858,913,957,751,746,382,11247,39.522,2,810,ขท.อ่างทอง,พระนครศรีอยุธยา
348,101,อรัญประเทศ-แก้วเพชรพลอย,2+000,7170,766,15,57,1,97,322,142,30,18,8618,6.614,59,3130,ขท.สระแก้ว(วัฒนานคร),สระแก้ว
348,102,แก้วเพชรพลอย-ช่องตะโก,51+845,1278,1065,329,324,300,1504,373,344,356,360,6233,33.002,224,1038,ขท.สระแก้ว(วัฒนานคร),สระแก้ว
348,102,แก้วเพชรพลอย-ช่องตะโก,66+549,1163,667,238,235,182,1190,330,288,268,249,4810,32.266,222,965,ขท.สระแก้ว(วัฒนานคร),สระแก้ว
348,102,แก้วเพชรพลอย-ช่องตะโก,71+830,2447,575,151,135,215,741,330,315,502,593,6004,34.81,101,614,ขท.สระแก้ว(วัฒนานคร),สระแก้ว
348,201,ช่องตะโก-น้อยสะแกกวน,102+405,4417,105,12,8,6,2889,352,233,255,390,8667,14.353,7,2544,ขท.บุรีรัมย์,บุรีรัมย์
348,201,ช่องตะโก-น้อยสะแกกวน,104+855,1428,205,4,0,6,1340,274,110,206,199,3772,21.076,3,613,ขท.บุรีรัมย์,บุรีรัมย์
348,202,น้อยสะแกกวน-ปะคำ,113+000,1408,1067,253,32,52,2917,415,242,503,270,7159,21.148,25,645,ขท.บุรีรัมย์,บุรีรัมย์
348,203,ปะคำ-นางรอง,138+005,3265,644,197,139,31,3858,543,402,308,474,9861,19.237,28,2842,ขท.บุรีรัมย์,บุรีรัมย์
349,100,พนัสนิคม-หนองชาก,14+800,5073,5043,364,374,271,4843,1788,2051,1702,1254,22763,32.685,10,1872,ขท.ชลบุรีที่1,ชลบุรี
351,100,มหาวิทยาลัยเกษตรศาสตร์-คันนายาว,4+700,29883,16394,0,0,197,8440,4,0,0,0,54918,0.366,0,15081,ขท.กรุงเทพ,กรุงเทพมหานคร
352,100,ธัญบุรี-คลองระพีพัฒน์,3+600,1854,1696,578,89,17,1284,2222,1619,2318,2202,13879,61.006,8,682,ขท.นครนายก,ปทุมธานี
352,201,คลองระพีพัฒน์-ทางแยกต่างระดับวังน้อย,25+700,5072,1802,114,42,190,3135,2996,3091,2945,2860,22247,54.497,4,1031,ขท.อยุธยา,พระนครศรีอยุธยา
356,100,บ้านหว้า-ปากกราน,7+000,3011,459,441,372,343,3480,588,390,392,316,9792,24.52,27,830,ขท.อยุธยา,พระนครศรีอยุธยา
357,101,ถนนวงแหวนรอบเมืองสุพรรณบุรี,5+023,4680,1138,18,3,0,4051,614,578,570,426,12078,18.14,9,784,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
357,104,ถนนวงแหวนรอบเมืองสุพรรณบุรี,37+673,1197,350,2,0,0,1851,264,155,164,63,4046,15.966,9,482,ขท.สุพรรณบุรีที่1,สุพรรณบุรี
359,102,สระขวัญ-เขามะกา,18+595,3765,3600,34,40,73,6174,563,381,325,295,15250,10.997,20,2439,ขท.สระแก้ว(วัฒนานคร),สระแก้ว
359,200,เขามะกา-เขาหินซ้อน,41+793,2042,2534,2138,906,176,2782,1621,1354,2257,2100,17910,46.979,20,361,ขท.ปราจีนบุรี,ปราจีนบุรี
360,100,ทางเข้าเมืองชุมพร,5+300,1160,279,31,0,0,1695,465,88,38,23,3779,16.248,20,948,ขท.ชุมพร,ชุมพร
361,100,ทางเลี่ยงเมืองชลบุรี,8+000,17157,12443,1037,259,1265,20068,6241,6800,5321,7262,77853,34.871,37,5703,ขท.ชลบุรีที่1,ชลบุรี
362,101,ถนนวงแหวนรอบเมืองสระบุรี,1+500,10686,4547,35,35,57,3847,1778,1671,4353,2066,29075,34.256,23,1475,ขท.สระบุรี,สระบุรี
362,101,ถนนวงแหวนรอบเมืองสระบุรี,10+200,6893,3664,1,7,80,10157,1016,993,3081,2186,28078,26.223,5,2346,ขท.สระบุรี,สระบุรี
362,101,ถนนวงแหวนรอบเมืองสระบุรี,23+000,6387,3317,34,24,42,4504,869,858,696,841,17572,18.951,14,1532,ขท.สระบุรี,สระบุรี
363,100,ศูนย์ราชการระยอง-นิคมอุตสาหกรรมมาบตาพุด,4+877,8053,5489,64,27,66,5107,511,605,588,353,20863,10.305,22,2567,ขท.ระยอง,ระยอง
364,100,ทางเลี่ยงเมืองระยอง,2+000,6772,3542,298,224,301,6438,396,390,110,56,18527,7.972,7,3625,ขท.ระยอง,ระยอง
365,101,ทางเลี่ยงเมืองฉะเชิงเทราด้านเหนือ,2+960,1317,2454,24,0,1,135,370,521,490,927,6239,37.009,5,708,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
365,102,ทางเลี่ยงเมืองฉะเชิงเทราด้านใต้,2+950,22571,21777,0,51,112,19345,10534,10422,5623,4179,94614,32.681,8,4489,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
366,100,ทางเลี่ยงเมืองลพบุรี,6+000,1933,272,27,12,86,1863,790,635,696,501,6815,39.912,5,390,ขท.ลพบุรีที่1,ลพบุรี
367,100,ทางเลี่ยงเมืองกาญจนบุรี,2+200,8302,4868,14,1,37,8974,405,102,16,5,22724,2.491,0,2599,ขท.กาญจนบุรี,กาญจนบุรี
368,100,ทางเลี่ยงเมืองอ่างทอง,0+500,4353,1990,89,16,113,2176,619,499,978,618,11451,24.828,17,1545,ขท.อ่างทอง,อ่างทอง
369,100,ทางเลี่ยงเมืองสิงห์บุรี,1+000,5497,140,23,4,22,3335,171,111,60,3,9366,3.961,63,3977,ขท.สิงห์บุรี,สิงห์บุรี
370,100,ทางเข้าท่าอากาศยานสุวรรณภูมิด้านถนนบางนา-บางวัว,2+200,9427,5953,184,181,165,10838,2040,1627,1725,1705,33845,21.991,0,960,ขท.สมุทรปราการ,สมุทรปราการ
375,101,บ้านบ่อ-พระประโทน,16+521,7466,4442,991,937,971,13715,4734,4715,1741,832,40544,34.358,26,3807,ขท.นครปฐม,สมุทรสาคร
375,102,นครปฐม-ดอนตูม,43+935,8601,7187,947,1002,884,10168,6196,7712,4334,2450,49481,45.63,1316,9020,ขท.นครปฐม,นครปฐม
375,103,ดอนตูม-ลำลูกบัว,65+000,2089,1283,216,254,133,4046,647,678,652,259,10257,25.573,127,2022,ขท.นครปฐม,นครปฐม
401,101,แยกโคกเคียน-เขาศก,10+542,2347,226,49,2,0,252,189,190,142,73,3470,17.176,20,579,ขท.พังงา,พังงา
401,102,เขาศก-พนม,41+282,584,516,28,2,2,735,97,79,50,49,2142,13.025,15,565,ขท.พังงา,สุราษฎร์ธานี
401,102,เขาศก-พนม,63+067,917,432,507,100,83,300,260,51,18,26,2694,19.97,104,1441,ขท.พังงา,สุราษฎร์ธานี
401,200,พนม-ช่องชาลี,75+750,7823,1544,131,77,78,1441,454,510,420,65,12543,12.788,10,1507,ขท.สุราษฎร์ธานีที่3(เวียงสระ),สุราษฎร์ธานี
401,200,พนม-ช่องชาลี,83+042,6767,889,18,2,6,1664,428,489,362,36,10661,12.41,25,1472,ขท.สุราษฎร์ธานีที่3(เวียงสระ),สุราษฎร์ธานี
401,301,ช่องชาลี-ท่าโรงช้าง,102+542,3447,2611,15,79,78,2790,969,955,709,614,12267,27.749,20,1221,ขท.สุราษฎร์ธานีที่1,สุราษฎร์ธานี
401,301,ช่องชาลี-ท่าโรงช้าง,120+542,3197,2966,43,63,70,2037,519,592,536,230,10253,19.604,0,894,ขท.สุราษฎร์ธานีที่1,สุราษฎร์ธานี
401,302,กิโลศูนย์-หนองบัว,149+245,7688,7588,354,494,330,9307,1130,579,258,135,27863,10.501,141,4655,ขท.สุราษฎร์ธานีที่1,สุราษฎร์ธานี
401,401,ท่าโรงช้าง-กิโลศูนย์,139+542,2030,432,6,13,1,2116,178,184,94,90,5144,10.886,19,1160,ขท.สุราษฎร์ธานีที่2(กาญจนดิษฐ์),สุราษฎร์ธานี
401,402,บางกุ้ง-เขาหัวช้าง,168+379,4209,1890,332,258,166,8282,597,545,429,302,17010,13.504,13,3055,ขท.สุราษฎร์ธานีที่2(กาญจนดิษฐ์),สุราษฎร์ธานี
401,402,บางกุ้ง-เขาหัวช้าง,196+779,6251,654,90,60,70,9145,598,502,451,273,18094,10.799,0,1892,ขท.สุราษฎร์ธานีที่2(กาญจนดิษฐ์),สุราษฎร์ธานี
401,402,บางกุ้ง-เขาหัวช้าง,201+079,2767,1708,32,40,53,7226,481,436,457,339,13539,13.339,2,1660,ขท.สุราษฎร์ธานีที่2(กาญจนดิษฐ์),สุราษฎร์ธานี
401,501,เขาหัวช้าง-สิชล,210+804,2038,2059,0,14,8,690,481,565,578,0,6433,25.587,3,678,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
401,501,เขาหัวช้าง-สิชล,220+487,3773,3325,0,26,8,2682,453,398,142,13,10820,9.612,0,1389,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
401,501,เขาหัวช้าง-สิชล,232+179,3734,3495,54,69,48,764,524,492,326,0,9506,15.348,0,2024,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
401,502,สิชล-ท่าแพ,267+850,3907,3642,105,113,65,1744,652,626,441,74,11369,17.337,20,2755,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
401,502,สิชล-ท่าแพ,273+540,4035,3614,115,87,17,1232,457,364,311,38,10270,12.405,17,3093,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
401,502,สิชล-ท่าแพ,283+840,3912,3562,159,152,47,1302,285,100,45,14,9578,6.713,7,2473,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
401,503,ท่าแพ-นครศรีธรรมราช,290+660,6788,4978,383,6,16,5280,330,275,99,67,18222,4.352,17,5503,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
402,101,โคกกลอย-หมากปรก,5+000,7448,524,90,30,33,8288,1107,775,415,493,19203,14.857,3,5663,ขท.ภูเก็ต,พังงา
402,101,โคกกลอย-หมากปรก,11+206,5031,1416,38,24,44,7299,515,346,398,410,15521,11.191,39,2336,ขท.ภูเก็ต,ภูเก็ต
402,102,หมากปรก-เมืองภูเก็ต,44+656,17005,848,93,68,9,10676,352,243,67,25,29386,2.6,3,9631,ขท.ภูเก็ต,ภูเก็ต
403,100,นครศรีธรรมราช-เสาธง,2+000,5137,2650,337,36,46,5147,306,164,70,31,13924,4.69,21,4448,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
403,201,เสาธง-สวนผัก,26+800,8469,7906,108,180,11,4882,834,448,280,229,23347,8.489,9,1719,ขท.นครศรีธรรมราชที่2(ทุ่งสง),นครศรีธรรมราช
403,202,ทุ่งสง-กะปาง,53+647,8934,316,62,75,37,6255,447,534,809,939,18408,15.434,2,3843,ขท.นครศรีธรรมราชที่2(ทุ่งสง),นครศรีธรรมราช
403,301,กะปาง-ห้วยนาง,68+567,2535,1317,125,232,196,5991,734,663,639,595,13027,23.482,99,2536,ขท.ตรัง,ตรัง
403,302,ห้วยนาง-ต้นม่วง,92+497,1908,709,8,5,0,2828,286,427,536,537,7244,24.724,5,2036,ขท.ตรัง,ตรัง
403,303,ต้นม่วง-ตรัง,101+411,2115,467,45,8,36,2548,300,395,462,539,6915,25.163,6,980,ขท.ตรัง,ตรัง
403,304,ตรัง-กันตัง,126+435,8606,8352,60,64,26,6156,143,185,158,101,23851,2.838,73,5830,ขท.ตรัง,ตรัง
404,100,ตรัง-บ้านนา,15+000,5433,4101,57,45,76,8111,414,364,174,35,18810,5.89,113,4142,ขท.ตรัง,ตรัง
