ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
3272,100,ทองผาภูมิ - ปิล๊อก,38+286,69,3,14,8,0,378,0,0,0,0,472,1.695,0,364,กาญจนบุรี,กาญจนบุรี
3273,100,โคกสูง - หนองเป็ด,8+000,2182,1124,507,296,153,2483,1049,1024,891,862,10571,40.441,22,3497,ราชบุรี,ราชบุรี
3274,100,หลักสาม - บางโทรัด,5+600,4872,4899,1131,895,707,4846,4706,996,688,508,24248,35.054,16,3782,นครปฐม,สมุทรสาคร
3277,100,ขลุง - มะขาม,26+800,2315,2618,0,0,0,4980,397,191,113,125,10739,7.692,22,1844,ตราด,จันทบุรี
3281,100,แยกพระพรหม - คลองรั้ง,1+000,3910,1295,51,42,54,1581,576,448,423,520,8900,23.18,10,2036,ปราจีนบุรี,ปราจีนบุรี
3282,101,บ้านไร่ - ไร่ใหม่,2+700,1150,329,0,13,1,2251,84,40,21,0,3889,4.088,47,2000,อุทัยธานี,อุทัยธานี
3282,102,ไร่ใหม่ - แยกนิคมทับเสลา,47+790,278,104,2,0,3,1160,53,22,39,3,1664,7.212,5,562,อุทัยธานี,อุทัยธานี
3283,100,อินทร์บุรี - ทองเอน,1+500,1734,441,59,4,10,411,100,18,27,12,2816,6.072,33,2408,สิงห์บุรี,สิงห์บุรี
3284,100,เนินหลังเต่า - หนองเสม็ด,7+000,1784,1935,23,19,24,1300,1215,1144,233,128,7805,35.4,20,1510,ชลบุรีที่ 1,ชลบุรี
3285,100,อินทร์บุรี - หนองสุ่ม,3+300,802,987,19,14,10,81,64,18,8,6,2009,5.973,7,1530,สิงห์บุรี,สิงห์บุรี
3288,100,ท่าแดง - วังม่วง,2+000,1099,995,66,47,12,111,142,53,0,0,2525,10.059,122,946,นครนายก,นครนายก
3289,100,หนองชาก - เนินโมก,1+700,1758,1856,394,425,460,4801,970,1555,954,772,13945,36.83,12,3329,ชลบุรีที่ 1,ชลบุรี
3290,100,โคกอุดม - คลองทราย,0+500,5978,95,28,14,29,70,127,102,17,29,6489,4.901,21,3234,ปราจีนบุรี,ปราจีนบุรี
3291,101,เจดีย์หัก - หนองหอย,3+000,7877,6328,94,37,33,7081,227,160,91,49,21977,2.716,18,5352,ราชบุรี,ราชบุรี
3291,101,เจดีย์หัก - หนองหอย,4+920,4825,983,34,15,11,5455,250,210,66,15,11864,4.779,11,3809,ราชบุรี,ราชบุรี
3291,103,เตาปูน - เบิกไพร,36+207,3474,1396,209,136,155,3307,939,966,668,333,11583,27.601,24,3221,ราชบุรี,ราชบุรี
3291,103,เตาปูน - เบิกไพร,32+807,2900,1867,83,78,63,3990,471,333,220,60,10065,12.171,24,2759,ราชบุรี,ราชบุรี
3296,100,ดอนตูม - บางเลน,1+500,4257,3716,596,671,646,6666,3134,2978,2472,2067,27203,43.995,809,4476,นครปฐม,นครปฐม
3297,100,หนองปลาไหล - ดอนตูม,3+000,5469,5191,1835,1880,1759,6000,4120,3840,3543,2427,36064,48.716,224,4745,นครปฐม,นครปฐม
3298,100,สามเรือน - บางปะหัน,0+190,2551,1800,103,0,6,2758,502,865,1251,999,10835,33.438,0,988,อ่างทอง,พระนครศรีอยุธยา
3299,100,ช้างทูน - โชคดี,0+500,969,927,17,0,0,1381,110,67,14,0,3485,5.481,0,1112,ตราด,ตราด
3302,100,พระพุทธบาท - โคกตูม,2+000,2655,2425,95,79,73,1111,759,724,756,382,9059,30.61,64,1630,ลพบุรีที่ 1,สระบุรี
3303,100,บางระจัน - โพทะเล,2+000,1903,1431,7,5,8,2770,307,216,225,128,7000,12.7,12,2335,สิงห์บุรี,สิงห์บุรี
3303,100,บางระจัน - โพทะเล,9+800,1138,916,25,7,10,1435,287,336,183,102,4439,20.838,18,807,สิงห์บุรี,สิงห์บุรี
3304,100,บ้านโพธิ์ - แปลงยาว,0+500,3522,1761,175,300,211,1399,1521,1028,1626,1930,13473,49.106,99,1681,ฉะเชิงเทรา,ฉะเชิงเทรา
3304,100,บ้านโพธิ์ - แปลงยาว,3+475,2402,1122,36,39,37,2707,1676,1913,2321,1093,13346,53.042,31,933,ฉะเชิงเทรา,ฉะเชิงเทรา
3304,100,บ้านโพธิ์ - แปลงยาว,15+613,2265,1203,30,36,37,2394,1625,1815,1723,937,12065,51.165,20,1015,ฉะเชิงเทรา,ฉะเชิงเทรา
3305,100,ท่าน้ำตื้น - บ้านเก่า,11+847,1552,1105,2,0,12,1681,54,18,9,0,4433,2.098,0,1786,กาญจนบุรี,กาญจนบุรี
3305,100,ท่าน้ำตื้น - บ้านเก่า,0+095,1532,526,20,0,5,1798,109,80,51,41,4162,6.872,5,1680,กาญจนบุรี,กาญจนบุรี
3305,100,ท่าน้ำตื้น - บ้านเก่า,27+637,1260,409,4,0,1,478,41,20,24,1,2238,3.887,2,1083,กาญจนบุรี,กาญจนบุรี
3306,100,หนองปรือ - สระกระโจม,0+100,290,154,8,14,1,1389,93,50,22,7,2028,9.221,0,607,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3306,100,หนองปรือ - สระกระโจม,42+600,233,83,11,4,0,1050,73,76,29,9,1568,12.181,2,643,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3308,100,โคกเพร็ก - แสง์,3+000,710,507,274,198,0,1109,344,315,211,177,3845,32.38,170,887,สระแก้ว (วัฒนานคร),สระแก้ว
3309,201,บางกระสั้น - ศูนย์ศิลปาชีพบางไทร,15+000,7253,7536,6960,6395,6901,7125,6885,7026,6741,6922,69744,58.6,801,3768,ปทุมธานี,พระนครศรีอยุธยา
3309,202,ศูนย์ศิลปาชีพบางไทร - บางพูน,38+500,6437,6478,4289,3405,1958,4399,4038,3448,2739,1618,38809,44.335,0,4327,ปทุมธานี,ปทุมธานี
3309,100,บางปะอิน - บางกระสั้น,3+000,3653,1310,1090,980,504,4186,1263,1064,781,624,15455,33.75,173,3144,อยุธยา,พระนครศรีอยุธยา
3310,100,กระทุ่มล้ม - พุทธมณฑล,2+500,27840,10745,582,87,379,27007,1231,1026,658,307,69862,5.279,86,10022,สมุทรสาคร,นครปฐม
3312,200,ลำลูกกา - คลอง16,14+300,27053,4708,258,405,427,16326,1556,1058,438,428,52657,8.189,213,7895,นครนายก,ปทุมธานี
3312,100,สนามกีฬาธูปเตมีย์ - ลำลูกกา,2+061,18332,4863,78,269,332,11754,1672,849,592,437,39178,10.595,18,7829,กรุงเทพ,ปทุมธานี
3313,100,เขาอ่างแก้ว - วังกุ่ม,0+892,657,288,0,0,0,695,344,179,0,0,2163,24.179,65,600,เพชรบุรี,เพชรบุรี
3314,101,ท่าช้าง - ป๊อกแป๊ก,2+700,2105,1243,318,153,132,2658,904,1507,1782,673,11475,44.889,105,2243,สระบุรี,สระบุรี
3316,100,ไร่ขิง - ทรงคนอง,2+500,10801,10624,2793,2861,2356,2013,1289,886,299,214,34136,23.157,647,6591,สมุทรสาคร,นครปฐม
3318,100,สุพรรณบุรี - มะขามล้ม,5+000,5062,352,33,72,12,262,118,49,41,6,6007,4.961,25,2225,สุพรรณบุรีที่ 1,สุพรรณบุรี
3318,100,สุพรรณบุรี - มะขามล้ม,15+000,3267,3356,0,2,0,1187,593,287,44,0,8736,10.6,0,1947,สุพรรณบุรีที่ 1,สุพรรณบุรี
3318,200,มะขามล้ม - ดอนแจง,29+000,436,170,0,0,0,1232,119,70,60,26,2113,13.015,3,930,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3319,102,เนินกว้าว - บันไดสามขั้น,7+000,3056,1745,51,0,59,640,325,199,112,104,6291,12.701,25,2129,นครสวรรค์ที่ 1,นครสวรรค์
3319,200,บันไดสามขั้น - ทัพทัน,19+567,779,413,1,5,20,1053,106,97,82,70,2626,14.471,8,528,อุทัยธานี,อุทัยธานี
3322,100,เนินสูง - ห้วยสะท้อน,0+500,1509,501,6,0,4,3397,391,88,46,35,5977,9.436,4,1231,จันทบุรี,จันทบุรี
3322,100,เนินสูง - ห้วยสะท้อน,29+000,1328,343,8,0,8,3614,241,26,15,10,5593,5.364,8,1388,จันทบุรี,จันทบุรี
3326,102,สระโบสถ์ - ยางโทน,30+000,3078,1348,121,67,59,638,576,391,371,151,6800,23.75,163,1733,ลพบุรีที่ 1,ลพบุรี
3326,101,วังเพลิง - สระโบสถ์,7+700,2501,2312,38,36,20,1520,639,267,107,72,7512,15.189,4,2022,ลพบุรีที่ 1,ลพบุรี
3327,100,เนินมะกอก - นิคมเขาบ่อแก้ว,6+000,1200,1195,0,0,0,2070,148,148,309,136,5206,14.234,0,1622,นครสวรรค์ที่ 1,นครสวรรค์
3327,200,นิคมเขาบ่อแก้ว - โค้งวิจารณ์,16+000,397,214,0,0,0,579,118,278,316,94,1996,40.381,10,449,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3329,100,ตาคลี - หนองหลวง,1+000,578,166,0,0,0,1454,98,71,20,14,2401,8.455,7,946,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3329,100,ตาคลี - หนองหลวง,23+500,189,27,6,0,0,660,31,26,22,12,973,9.353,14,484,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3330,100,สุขสำราญ - สำโรงชัย,8+450,268,27,21,0,0,1079,49,61,25,2,1532,8.943,5,477,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3331,100,หนองพิกุล - ใหม่สามัคคี,13+000,387,83,0,0,0,779,70,66,31,4,1420,12.042,9,481,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3331,100,หนองพิกุล - ใหม่สามัคคี,3+000,307,78,0,0,0,635,25,24,31,5,1105,7.692,21,396,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3333,101,โคกตูม - แยกมะนาวหวาน,2+000,4075,1909,245,104,89,907,1125,725,413,296,9888,27.832,25,1856,ลพบุรีที่ 1,ลพบุรี
3334,100,ธารเกษม - สถานีรถไฟเขาสูง,13+000,4191,2166,27,30,19,1729,745,648,432,425,10412,22.08,15,1911,ลพบุรีที่ 1,ลพบุรี
3335,100,บ้านสิงห์ - บ้านแพ้ว,21+703,3637,928,447,432,19,5551,2101,1771,2009,774,17669,40.217,254,3039,สมุทรสงคราม,ราชบุรี
3335,100,บ้านสิงห์ - บ้านแพ้ว,9+453,2660,1024,720,496,0,3919,973,802,792,727,12113,31.289,233,3025,สมุทรสงคราม,ราชบุรี
3335,100,บ้านสิงห์ - บ้านแพ้ว,4+000,2615,2047,994,1022,934,1310,1891,1996,1039,365,14213,50.989,302,3431,สมุทรสงคราม,ราชบุรี
3336,100,โคกวัด - บ้านไร่,0+500,3808,889,413,194,15,3571,857,783,590,16,11136,22.046,257,3189,สมุทรสงคราม,ราชบุรี
3337,100,ห้วยชินสีห์ - หินสี,0+900,3532,388,29,50,29,4211,586,638,677,191,10331,21.014,60,3619,สมุทรสงคราม,ราชบุรี
3337,100,ห้วยชินสีห์ - หินสี,11+500,1057,208,32,33,27,1743,194,221,173,54,3742,18.76,49,1341,สมุทรสงคราม,ราชบุรี
3339,100,ห้วยชินสีห์ - ราชบุรี,10+695,4114,2663,34,28,21,3632,234,103,62,18,10909,4.272,53,3686,สมุทรสงคราม,ราชบุรี
3339,100,ห้วยชินสีห์ - ราชบุรี,1+100,868,1550,64,29,0,3918,200,77,29,16,6751,5.199,38,4258,สมุทรสงคราม,ราชบุรี
3340,100,หนองเสม็ด - บ่อทอง,2+000,1940,2275,25,27,33,1379,1236,1059,350,153,8477,33.715,26,1230,ชลบุรีที่ 1,ชลบุรี
3342,100,วังขอน - บ่อพลอย,20+500,604,266,0,4,2,2078,98,134,202,101,3489,15.506,2,342,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3343,100,แยกวังโพธิ์ - โรงพยาบาลไทรโยค,2+359,1070,713,57,55,20,622,39,17,3,0,2596,5.162,22,880,กาญจนบุรี,กาญจนบุรี
3344,100,อุดมสุข - สมุทรปราการ,13+078,22663,13801,978,598,700,17468,1561,1076,1185,689,60719,9.567,0,12382,สมุทรปราการ,สมุทรปราการ
3348,100,หนองขอน - จันทนิมิต,10+900,10183,3127,179,45,29,12294,134,106,23,18,26138,1.358,30,8702,จันทบุรี,จันทบุรี
3349,100,หนองควง - หนองหญ้าปล้อง,0+500,1614,509,65,33,31,675,295,89,31,27,3369,15.019,68,1329,เพชรบุรี,เพชรบุรี
3350,100,ท่าช้าง - สระบัวก่ำ,3+000,1222,704,21,7,3,2005,154,106,188,74,4484,11.864,2,1444,สุพรรณบุรีที่ 1,สุพรรณบุรี
3351,200,บางแม่หม้าย - บางน้อยใน,32+750,2327,82,18,6,1,904,138,152,76,26,3730,10.697,7,1189,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3351,300,บางน้อยใน - บางหลวง,38+196,1742,1874,573,655,497,2345,1849,1866,1577,1242,14220,54.051,173,1498,นครปฐม,นครปฐม
3351,100,เก้าห้อง - บางแม่หม้าย,1+000,1465,127,36,38,24,2260,174,100,106,19,4349,10.6,26,2891,สุพรรณบุรีที่ 1,สุพรรณบุรี
3353,100,วงษ์สว่าง - ป่ารัง,0+570,1352,745,8,12,12,457,324,244,111,46,3311,22.622,8,1113,ลพบุรีที่ 1,ลพบุรี
3354,100,หนองกระเบียน - ชอนม่วง,0+500,282,204,7,2,12,667,26,291,51,5,1547,25.016,26,522,ลพบุรีที่ 1,ลพบุรี
3356,100,ทุ่งคอก - พระแท่นดงรัง,17+800,866,379,2,0,0,2523,173,252,285,140,4620,18.398,11,1862,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3358,100,ทุ่งคอก - เบญพาด,17+695,462,140,1,0,0,1306,53,81,80,63,2186,12.672,2,528,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
