ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
205,401,หนองบัวโคก - โคกสวาย,169+672,2761,988,271,303,230,1039,849,1021,858,731,9051,44.106,151,1799,นครราชสีมาที่ 1,ชัยภูมิ
205,301,ช่องสำราญ - คำปิง,140+072,2459,1377,26,28,22,1961,665,689,1932,786,9945,41.448,10,1058,ชัยภูมิ,ชัยภูมิ
205,301,ช่องสำราญ - คำปิง,119+872,2457,1352,22,33,21,1834,638,685,1895,819,9756,41.933,13,961,ชัยภูมิ,ชัยภูมิ
205,401,หนองบัวโคก - โคกสวาย,191+342,2094,335,9,1,65,3103,178,171,200,172,6328,12.437,6,888,นครราชสีมาที่ 1,นครราชสีมา
205,102,ดงพลับ - ม่วงค่อม,11+500,1599,1654,77,93,49,580,267,137,173,110,4739,17.493,7,1039,ลพบุรีที่ 1,ลพบุรี
206,100,ตลาดแค - วังหิน,9+197,2595,1229,2,1,11,7323,437,342,312,271,12523,10.972,7,1860,นครราชสีมาที่ 1,นครราชสีมา
206,100,ตลาดแค - วังหิน,7+000,2547,2582,9,13,27,7404,374,217,295,214,13682,8.332,8,1535,นครราชสีมาที่ 1,นครราชสีมา
206,200,วังหิน - หินดาด,16+202,2365,1686,64,55,37,2028,963,862,544,343,8947,31.34,19,1824,นครราชสีมาที่ 3,นครราชสีมา
206,200,วังหิน - หินดาด,35+202,1876,1583,65,50,40,852,540,328,218,130,5682,22.985,48,1350,นครราชสีมาที่ 3,นครราชสีมา
207,100,บ้านวัด - ประทาย,13+906,5442,1095,22,5,32,2087,551,430,650,651,10965,21.149,14,1952,นครราชสีมาที่ 1,นครราชสีมา
208,100,ท่าพระ - หนองสระพัง,0+400,6914,1300,69,47,47,1267,674,529,686,454,11987,20.33,18,1532,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
208,200,หนองสระพัง - มหาสารคาม,51+100,4826,4891,193,295,216,2395,1759,796,801,522,16694,26.291,54,2777,มหาสารคาม,มหาสารคาม
208,200,หนองสระพัง - มหาสารคาม,27+500,4454,4308,211,142,147,1399,1189,1166,1119,1065,15200,31.763,60,2546,มหาสารคาม,มหาสารคาม
210,100,อุดรธานี - นิคมเชียงพิณ,8+417,7261,6983,129,12,76,3954,728,548,664,290,20645,11.228,18,2086,อุดรธานีที่ 1,อุดรธานี
210,203,นาคำไฮ - วังสำราญ,93+976,5863,5683,409,410,387,1457,1534,1926,1869,1437,20975,36.057,154,1778,หนองบัวลำภู,หนองบัวลำภู
210,202,หนองบัวลำภู - นาคำไฮ,48+810,4950,5805,79,73,41,824,469,354,705,359,13659,14.65,2,1220,หนองบัวลำภู,หนองบัวลำภู
210,201,นิคมเชียงพิณ - หนองบัวลำภู,34+841,4089,546,42,16,43,4060,346,284,712,193,10331,15.429,3,1136,หนองบัวลำภู,หนองบัวลำภู
210,300,วังสำราญ - วังสะพุง,107+848,3162,1280,3,1,22,951,259,141,238,126,6183,12.728,15,928,เลยที่ 1,เลย
211,101,หนองสองห้อง - ศรีเชียงใหม่,42+700,2343,832,375,316,307,3607,464,363,415,250,9272,22.811,272,2501,หนองคาย,หนองคาย
211,202,ปากชม - เชียงคาน,183+500,2143,233,15,16,21,2405,152,95,144,54,5278,9.132,24,1332,เลยที่ 1,เลย
211,101,หนองสองห้อง - ศรีเชียงใหม่,10+000,1915,935,394,338,345,3030,529,420,367,254,8527,26.422,307,1681,หนองคาย,หนองคาย
211,201,ห้วยเชียงดา - ปากชม,145+000,1222,395,10,15,21,1167,68,33,53,7,2991,6.586,14,1158,เลยที่ 1,เลย
211,202,ปากชม - เชียงคาน,148+000,985,329,10,9,9,1000,57,34,55,8,2496,6.891,14,863,เลยที่ 1,เลย
211,102,ศรีเชียงใหม่ - ห้วยเชียงดา,50+500,922,464,441,15,15,935,23,17,19,8,2859,3.393,60,701,หนองคาย,หนองคาย
211,102,ศรีเชียงใหม่ - ห้วยเชียงดา,86+800,921,365,328,14,12,831,16,17,12,6,2522,3.053,42,639,หนองคาย,หนองคาย
212,601,ลืออำนาจ - หนองยอ,551+733,10720,7492,134,76,31,4067,176,184,124,91,23095,2.953,35,1097,อุบลราชธานีที่ 1,อุบลราชธานี
212,602,หนองยอ - อุบลราชธานี,570+575,9475,2953,103,128,75,7846,1179,192,119,78,22148,7.996,29,1864,อุบลราชธานีที่ 1,อุบลราชธานี
212,501,ห้วยสะแบก - อำนาจเจริญ,506+333,6387,1574,265,275,172,1127,1257,825,457,321,12660,26.122,57,3628,อำนาจเจริญ,อำนาจเจริญ
212,102,ปากสวย - น้ำเป,43+100,5731,1401,183,86,15,984,296,206,265,183,9350,11.241,43,1847,หนองคาย,หนองคาย
212,401,ย้อมพัฒนา - นาโพธิ์,421+601,5006,1091,376,40,33,4672,177,114,38,26,11573,3.698,20,2674,มุกดาหาร,มุกดาหาร
212,101,หนองคาย - ปากสวย,5+000,4531,3180,797,242,232,2794,825,695,690,551,14537,22.254,848,4192,หนองคาย,หนองคาย
212,201,ห้วยก้านเหลือง - ดงบัง,131+428,3677,1604,75,54,61,3415,390,355,384,248,10263,14.538,30,1852,บึงกาฬ,บึงกาฬ
212,502,อำนาจเจริญ - ลืออำนาจ,529+133,3650,1048,191,205,174,5378,541,170,169,134,11660,11.947,143,2061,อำนาจเจริญ,อำนาจเจริญ
212,303,ท่าควาย - กลางน้อย,325+336,3264,1981,99,81,69,254,433,346,432,319,7278,23.083,157,1960,นครพนม,นครพนม
212,304,กลางน้อย - ย้อมพัฒนา,370+754,3059,1014,122,149,121,1449,329,223,197,196,6859,17.714,86,3134,นครพนม,นครพนม
212,103,น้ำเป - ห้วยก้านเหลือง,91+200,2564,496,71,14,12,232,129,52,100,79,3749,10.296,11,1282,หนองคาย,บึงกาฬ
212,301,นาพระชัย - ท่าอุเทน,268+950,1965,1821,640,596,541,913,584,545,474,461,8540,37.482,541,1600,นครพนม,นครพนม
212,302,ท่าอุเทน - ท่าควาย,294+324,1926,994,694,598,518,1983,583,613,587,501,8997,37.79,475,1311,นครพนม,นครพนม
212,304,กลางน้อย - ย้อมพัฒนา,383+171,1881,864,121,71,113,2724,254,169,197,262,6656,16.016,71,928,นครพนม,นครพนม
212,201,ห้วยก้านเหลือง - ดงบัง,178+000,1596,944,33,28,26,1160,177,138,112,66,4280,12.78,37,1382,บึงกาฬ,บึงกาฬ
212,202,ดงบัง - นาพระชัย,219+100,1100,1094,8,3,8,1270,48,89,26,22,3668,5.344,13,1271,บึงกาฬ,นครพนม
213,101,มหาสารคาม - หนองขอน,1+700,8356,7219,83,91,72,8652,104,103,108,106,24894,2.346,55,6816,มหาสารคาม,มหาสารคาม
213,102,หนองขอน - ห้วยปลาหลด,19+000,4357,3617,145,147,106,1396,1133,495,317,282,11995,20.675,42,2028,มหาสารคาม,มหาสารคาม
213,302,สร้างค้อ - สกลนคร,167+000,2991,1868,101,89,99,4860,902,624,581,384,12499,21.434,88,3052,สกลนครที่ 1,สกลนคร
213,302,สร้างค้อ - สกลนคร,139+500,2658,41,57,38,35,366,177,136,139,7,3654,14.559,15,513,สกลนครที่ 1,สกลนคร
213,202,สี่แยกสมเด็จ - โรงพยาบาลสมเด็จ,86+000,2022,2153,112,109,127,2385,1373,1119,1047,927,11374,41.34,109,2841,กาฬสินธุ์,กาฬสินธุ์
213,301,สมเด็จ - สร้างค้อ,106+963,667,401,6,10,18,1434,199,162,68,96,3061,18.066,7,148,สกลนครที่ 1,กาฬสินธุ์
213,303,ทางเข้าพระตำหนักภูพานราชนิเวศน์,0+050,270,13,0,0,0,2,1,0,0,0,286,0.35,1,102,สกลนครที่ 1,สกลนคร
214,102,บ้านหลุบ - ลำชี,8+764,5418,5756,23,14,18,1057,896,293,203,152,13830,11.396,72,3618,กาฬสินธุ์,กาฬสินธุ์
214,303,จอมพระ - เชื้อเพลิง,178+561,3973,989,49,32,30,4915,457,220,300,224,11189,11.288,9,1362,สุรินทร์,สุรินทร์
214,202,ร้อยเอ็ด - จตุพักตรพิมาน,63+153,3207,2852,83,52,49,4225,74,49,21,8,10620,2.382,17,2131,ร้อยเอ็ด,ร้อยเอ็ด
214,201,ลำชี - ร้อยเอ็ด,46+000,3097,2464,28,32,27,638,449,315,233,52,7335,15.106,1,1743,ร้อยเอ็ด,ร้อยเอ็ด
214,303,จอมพระ - เชื้อเพลิง,209+717,3064,2153,63,13,76,5971,836,652,882,734,14444,22.106,33,2232,สุรินทร์,สุรินทร์
214,305,ปราสาท - ช่องจอม,231+053,3037,378,69,8,3,1144,139,80,175,72,5105,9.344,18,1152,สุรินทร์,สุรินทร์
214,302,ตาฮะ - จอมพระ,135+622,2745,387,19,32,27,3143,364,286,283,231,7517,16.27,13,1239,สุรินทร์,สุรินทร์
214,302,ตาฮะ - จอมพระ,157+696,1805,785,36,11,27,4059,438,351,585,324,8421,20.615,4,1447,สุรินทร์,สุรินทร์
214,301,ห้วยพลับพลา - โคกปูน,130+000,1322,1770,61,53,88,372,179,164,101,54,4164,15.346,57,732,สุรินทร์,สุรินทร์
214,203,จตุพักตรพิมาน - ห้วยพลับพลา,99+379,1016,633,4,1,5,1475,139,35,19,23,3350,6.627,5,798,ร้อยเอ็ด,ร้อยเอ็ด
215,200,สุวรรณภูมิ - สาหร่าย,73+134,2789,2797,53,57,55,1862,1687,1520,1380,1314,13514,44.495,51,1886,ยโสธร,ร้อยเอ็ด
215,100,ร้อยเอ็ด - สุวรรณภูมิ,10+000,2293,1101,12,29,20,4329,158,99,90,32,8163,5.243,26,1809,ร้อยเอ็ด,ร้อยเอ็ด
215,300,สาหร่าย - ตาฮะ,80+769,1595,1450,196,169,140,1750,895,727,714,690,8326,40.055,23,785,สุรินทร์,สุรินทร์
216,102,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศตะวันตก,14+580,13699,14512,71,44,101,1775,540,335,347,312,31736,5.291,18,3793,อุดรธานีที่ 1,อุดรธานี
216,101,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศใต้,0+700,6152,352,47,14,15,8088,561,335,605,440,16609,11.861,23,2008,อุดรธานีที่ 1,อุดรธานี
216,103,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศตะวันออก,20+209,5333,4309,377,304,359,10064,1360,1177,1106,1035,25424,21.008,134,4216,อุดรธานีที่ 1,อุดรธานี
217,101,วารินชำราบ - สว่างวีระวงศ์,15+860,3384,1781,104,102,112,6105,615,387,240,93,12923,11.986,48,3433,อุบลราชธานีที่ 2,อุบลราชธานี
217,103,พิบูลมังสาหาร - ช่องเม็ก,52+820,2156,1995,120,90,67,2758,308,195,192,155,8036,12.531,46,1353,อุบลราชธานีที่ 2,อุบลราชธานี
218,102,โคกสูง - นางรอง,38+800,4970,466,46,33,55,4345,365,252,228,319,11079,11.301,33,867,บุรีรัมย์,บุรีรัมย์
218,101,บุรีรัมย์ - โคกสูง,5+100,4350,2002,255,191,178,12344,1295,690,306,100,21711,12.712,22,9318,บุรีรัมย์,บุรีรัมย์
219,200,ห้วยพลับพลา - สตึก,80+914,3342,3339,1103,757,127,3963,988,174,353,245,14391,18.373,29,1594,สุรินทร์,สุรินทร์
219,301,สตึก - หัวถนน,118+182,2542,232,15,15,25,3809,236,177,351,149,7551,12.621,7,978,บุรีรัมย์,บุรีรัมย์
219,302,หัวถนน - บุรีรัมย์,133+000,1825,1412,37,33,40,4687,352,280,289,263,9218,13.636,20,1533,บุรีรัมย์,บุรีรัมย์
219,101,บรบือ - ยางสีสุราช,33+611,1675,1272,116,114,81,1311,446,223,136,111,5485,20.255,23,1238,มหาสารคาม,มหาสารคาม
219,102,ยางสีสุราช - ห้วยพลับพลา,60+118,1613,560,47,38,33,752,275,139,120,78,3655,18.687,3,1108,มหาสารคาม,มหาสารคาม
219,101,บรบือ - ยางสีสุราช,21+321,1308,1103,57,70,60,1692,691,281,106,104,5472,23.977,19,793,มหาสารคาม,มหาสารคาม
219,102,ยางสีสุราช - ห้วยพลับพลา,69+218,912,139,61,46,37,2013,134,105,61,39,3547,11.897,3,1206,มหาสารคาม,มหาสารคาม
219,102,ยางสีสุราช - ห้วยพลับพลา,78+289,890,856,71,44,53,2702,239,147,144,103,5249,13.907,29,975,มหาสารคาม,มหาสารคาม
220,101,ศรีสะเกษ - วังหิน,12+500,5846,1737,91,67,55,3444,2130,178,113,167,13828,19.598,14,2076,ศรีสะเกษที่ 1,ศรีสะเกษ
220,102,วังหิน - ขุขันธ์,48+370,2709,1083,56,85,55,5204,522,130,116,142,10102,10.394,39,3507,ศรีสะเกษที่ 1,ศรีสะเกษ
221,101,ศรีสะเกษ - ภูเงิน,4+780,6114,2010,243,68,90,8344,281,193,184,67,17594,5.019,7,3935,ศรีสะเกษที่ 2,ศรีสะเกษ
221,101,ศรีสะเกษ - ภูเงิน,24+360,4478,671,57,42,50,7173,303,125,106,66,13071,5.294,16,2807,ศรีสะเกษที่ 2,ศรีสะเกษ
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,55+100,4329,2561,22,21,17,4084,229,185,167,52,11667,5.751,10,5402,ศรีสะเกษที่ 2,ศรีสะเกษ
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,74+675,893,477,34,22,19,2910,136,119,174,117,4901,11.977,32,1632,ศรีสะเกษที่ 2,ศรีสะเกษ
221,102,ภูเงิน - แยกการช่าง,51+400,533,180,24,7,8,1210,30,15,17,8,2032,4.183,4,795,ศรีสะเกษที่ 2,ศรีสะเกษ
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,87+500,105,29,7,0,2,427,44,5,0,0,619,8.239,12,318,ศรีสะเกษที่ 2,ศรีสะเกษ
222,201,หนองแวง - ท่ากกแดง,42+700,3175,1188,28,14,24,2261,279,228,287,171,7655,13.103,19,1034,บึงกาฬ,สกลนคร
222,202,ท่ากกแดง - บึงกาฬ,80+000,3145,2812,83,82,79,2257,580,468,464,519,10489,20.898,41,2380,บึงกาฬ,บึงกาฬ
222,202,ท่ากกแดง - บึงกาฬ,120+000,2260,1567,90,57,74,2245,272,189,186,174,7114,13.382,110,1887,บึงกาฬ,บึงกาฬ
222,202,ท่ากกแดง - บึงกาฬ,61+385,1609,608,78,28,38,2100,210,165,175,126,5137,14.444,29,928,บึงกาฬ,บึงกาฬ
222,102,เดื่อศรีคันไชย - หนองแวง,16+225,1174,400,39,5,18,2925,177,49,60,26,4873,6.875,15,1191,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
223,100,สกลนคร - นาแก,2+500,4234,1185,103,33,28,9451,301,193,63,59,15650,4.326,102,4029,สกลนครที่ 1,สกลนคร
223,200,นาแก - บ้านต้อง,48+999,3310,799,66,38,34,1241,240,160,172,105,6165,12.149,47,1572,นครพนม,นครพนม
223,100,สกลนคร - นาแก,42+617,2689,290,41,12,27,5333,151,82,89,23,8737,4.395,12,3039,สกลนครที่ 1,นครพนม
223,100,สกลนคร - นาแก,19+567,2545,1240,105,25,29,5902,366,144,93,84,10533,7.035,99,2554,สกลนครที่ 1,สกลนคร
224,100,นครราชสีมา - หัวทะเล,2+535,19250,14951,1327,1027,1583,6758,1614,1054,696,775,49035,13.764,71,12054,นครราชสีมาที่ 2,นครราชสีมา
224,201,หัวทะเล - โชคชัย,19+468,10430,7949,533,505,518,9608,789,631,629,456,32048,11.008,159,7713,นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,91+671,5583,5324,493,334,305,5331,3095,2073,2012,1713,26263,36.294,346,4487,นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,37+259,4891,5011,562,490,384,6018,2871,2305,2189,2398,27119,39.223,269,4694,นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,61+171,3272,3074,302,296,273,3282,1742,1414,1382,1196,16233,38.828,366,4484,นครราชสีมาที่ 3,นครราชสีมา
224,302,หนองต้อ - ตาเมียง,168+635,1780,188,20,6,3,1972,192,96,165,93,4515,12.292,3,1662,บุรีรัมย์,บุรีรัมย์
224,400,ตาเมียง - หินโคน,221+381,1229,48,22,3,1,81,44,15,11,25,1479,6.694,42,816,สุรินทร์,สุรินทร์
224,302,หนองต้อ - ตาเมียง,175+376,936,45,4,1,0,1051,98,16,46,9,2206,7.706,3,855,บุรีรัมย์,บุรีรัมย์
224,400,ตาเมียง - หินโคน,202+966,737,248,23,1,1,516,134,96,162,51,1969,22.6,25,431,สุรินทร์,สุรินทร์
224,301,หนองสนวน - หนองต้อ,124+667,709,70,14,8,11,796,109,66,52,36,1871,15.072,10,581,บุรีรัมย์,บุรีรัมย์
225,402,หนองบัวระเหว - ชัยภูมิ,243+040,5176,1919,2,13,14,8022,410,200,100,68,15924,5.055,10,3397,ชัยภูมิ,ชัยภูมิ
225,300,ศรีมงคล - น้ำอ้อม,118+082,4103,668,87,38,0,4628,604,271,222,156,10777,11.979,30,3836,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
225,100,แยกบึงบอระเพ็ด - เกรียงไกรกลาง,2+500,3409,2749,0,0,127,3646,1124,1971,736,651,14413,31.978,75,3805,นครสวรรค์ที่ 1,นครสวรรค์
225,401,น้ำอ้อม - หนองบัวระเหว,218+282,2622,2676,6,3,9,3052,579,460,370,341,10118,17.415,10,1010,ชัยภูมิ,ชัยภูมิ
225,401,น้ำอ้อม - หนองบัวระเหว,209+000,2603,301,5,7,21,207,103,56,43,51,3397,8.272,1,684,ชัยภูมิ,ชัยภูมิ
225,201,เกรียงไกรกลาง - เกยไชย,22+000,2338,1827,0,0,18,1428,156,174,190,75,6206,9.878,9,1501,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
225,202,เกยไชย - ศรีมงคล,47+525,964,911,9,3,3,1364,117,94,74,36,3575,9.147,6,695,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
225,202,เกยไชย - ศรีมงคล,42+500,926,771,7,0,0,1296,103,73,55,40,3271,8.285,6,656,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
225,202,เกยไชย - ศรีมงคล,76+582,902,121,15,0,0,1515,93,101,127,86,2960,13.75,7,518,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
225,300,ศรีมงคล - น้ำอ้อม,128+809,886,884,16,3,0,2816,501,141,137,37,5421,15.108,18,1013,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
225,300,ศรีมงคล - น้ำอ้อม,138+907,800,198,11,9,0,1848,155,59,72,32,3184,10.27,9,876,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
226,500,ห้วยขะยุง - วารินชำราบ,331+384,11526,13757,115,63,53,574,641,185,43,109,27066,4.042,43,5908,อุบลราชธานีที่ 1,อุบลราชธานี
226,301,ลำน้ำชี - บ้านพม่า,175+562,7948,1202,160,132,31,1443,610,432,285,191,12434,13.519,12,3077,สุรินทร์,สุรินทร์
226,100,หัวทะเล - หนองกระทิง,1+850,7049,6354,318,240,358,542,328,298,175,98,15760,9.499,48,4022,นครราชสีมาที่ 3,นครราชสีมา
226,402,ศรีสะเกษ - ห้วยขะยุง,278+212,5746,3899,197,110,119,7169,1053,368,218,127,19006,10.497,6,5383,ศรีสะเกษที่ 1,ศรีสะเกษ
226,203,หนองม้า - กระสัง,108+798,5333,3900,82,75,61,8855,247,175,75,47,18850,3.607,16,3779,บุรีรัมย์,บุรีรัมย์
226,402,ศรีสะเกษ - ห้วยขะยุง,300+712,5212,1123,10,24,44,5224,446,263,144,150,12640,8.473,20,1795,ศรีสะเกษที่ 1,ศรีสะเกษ
226,402,ศรีสะเกษ - ห้วยขะยุง,311+884,5176,1364,27,31,31,3860,383,204,130,80,11286,7.611,3,516,ศรีสะเกษที่ 1,ศรีสะเกษ
226,301,ลำน้ำชี - บ้านพม่า,162+592,4578,490,70,8,54,3297,723,194,186,184,9784,13.788,8,1968,สุรินทร์,สุรินทร์
226,204,กระสัง - ระกา,118+173,4108,469,7,2,9,4804,450,322,310,324,10805,13.114,6,2391,บุรีรัมย์,บุรีรัมย์
226,401,ห้วยทับทัน - ศรีสะเกษ,269+089,4076,2658,93,48,76,3569,526,256,177,86,11565,10.108,2,2148,ศรีสะเกษที่ 1,ศรีสะเกษ
226,204,กระสัง - ระกา,126+798,4017,582,29,25,23,3648,499,272,149,111,9355,11.534,13,3013,บุรีรัมย์,บุรีรัมย์
226,302,บ้านพม่า - ห้วยทับทัน,212+482,2894,842,27,0,24,3068,434,201,348,168,8006,14.676,9,2062,สุรินทร์,สุรินทร์
226,401,ห้วยทับทัน - ศรีสะเกษ,253+053,2797,3135,44,2,23,3664,451,253,244,174,10787,10.633,4,1882,ศรีสะเกษที่ 1,ศรีสะเกษ
226,100,หัวทะเล - หนองกระทิง,51+398,2569,2925,210,138,87,781,419,431,187,108,7855,17.441,46,1143,นครราชสีมาที่ 3,นครราชสีมา
226,205,ระกา - ลำน้ำชี,155+428,2430,1161,44,22,33,4048,321,249,180,113,8601,10.673,4,1694,บุรีรัมย์,บุรีรัมย์
226,201,หนองกระทิง - ลำปลายมาศ,84+098,2351,608,32,45,66,3067,362,501,489,426,7947,23.77,3,1781,บุรีรัมย์,บุรีรัมย์
226,100,หัวทะเล - หนองกระทิง,66+980,2347,2753,94,65,58,1685,557,252,192,99,8102,15.095,36,1067,นครราชสีมาที่ 3,นครราชสีมา
226,201,หนองกระทิง - ลำปลายมาศ,90+498,2114,469,46,49,93,2544,404,509,510,470,7208,28.233,6,1979,บุรีรัมย์,บุรีรัมย์
226,401,ห้วยทับทัน - ศรีสะเกษ,246+405,2062,115,11,24,16,1964,223,164,205,122,4906,15.369,1,1096,ศรีสะเกษที่ 1,ศรีสะเกษ
226,302,บ้านพม่า - ห้วยทับทัน,225+572,1580,425,43,1,24,1688,308,169,238,104,4580,18.428,0,456,สุรินทร์,สุรินทร์
227,102,แยกดงแหลม - ลำพันชาด,77+000,3530,2848,105,117,112,2377,1917,1237,1010,865,14118,37.243,103,2690,กาฬสินธุ์,กาฬสินธุ์
227,102,แยกดงแหลม - ลำพันชาด,66+750,3416,2263,134,133,142,2374,2257,1091,972,459,13241,38.169,133,3317,กาฬสินธุ์,กาฬสินธุ์
227,301,บ้านผาสุก - วาริชภูมิ,123+000,2765,2432,197,180,123,1764,945,840,650,529,10425,31.338,412,2114,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
227,301,บ้านผาสุก - วาริชภูมิ,145+320,2501,716,138,70,34,1966,243,67,42,26,5803,8.306,109,1976,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
227,301,บ้านผาสุก - วาริชภูมิ,153+063,2078,371,43,37,3,2460,235,73,39,25,5364,7.681,1,1574,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
227,200,ลำพันชาด - บ้านผาสุก,93+557,1391,796,65,25,21,2347,380,260,200,150,5635,18.385,4,1483,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
227,101,กาฬสินธุ์ - แยกดงแหลม,33+700,1048,738,52,47,54,1612,184,181,174,149,4239,18.613,96,1282,กาฬสินธุ์,กาฬสินธุ์
227,200,ลำพันชาด - บ้านผาสุก,87+967,875,569,21,11,17,1674,311,191,162,114,3945,20.431,3,988,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
227,101,กาฬสินธุ์ - แยกดงแหลม,4+000,867,707,62,35,32,795,460,392,238,214,3802,36.06,45,864,กาฬสินธุ์,กาฬสินธุ์
228,202,ศรีบุญเรือง - วังหมื่น,84+384,7177,6930,65,35,22,1610,529,337,404,296,17405,9.325,13,3025,หนองบัวลำภู,หนองบัวลำภู
228,202,ศรีบุญเรือง - วังหมื่น,57+210,3973,1852,38,11,19,1410,874,465,393,238,9273,21.568,5,1630,หนองบัวลำภู,หนองบัวลำภู
228,100,ชุมแพ - ห้วยสายหนัง,0+423,1939,1899,191,185,192,8695,880,757,702,574,16014,20.545,84,4218,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
229,101,บ้านไผ่ - มัญจาคีรี,6+595,3769,916,17,10,23,4289,418,246,159,178,10025,10.314,16,1932,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
229,102,มัญจาคีรี - ห้วยสามหมอ,46+973,3560,3602,439,189,167,1357,1162,1147,1095,1003,13721,34.713,220,1189,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
230,101,ถนนวงแหวนรอบเมืองขอนแก่นด้านทิศตะวันตก,11+000,12629,7324,174,174,176,1098,1290,1335,1124,850,26174,18.908,179,2603,ขอนแก่นที่ 1,ขอนแก่น
230,102,ถนนวงแหวนรอบเมืองขอนแก่นด้านทิศตะวันออก,35+000,4550,4396,0,0,739,5053,781,1052,1135,1004,18710,25.179,30,2759,ขอนแก่นที่ 1,ขอนแก่น
231,101,ถนนวงแหวนรอบเมืองอุบลราชธานี,8+150,19886,14342,80,75,163,7984,1014,752,7,22,44325,4.587,34,5687,อุบลราชธานีที่ 1,อุบลราชธานี
