datetime,เกิดเหตุ,temperature_F,humidity_%,pressure_in,less4whells,4whells,more4whells,day_of_week,is_weekend,is_holiday
2024-01-05,1,86.375,76.64583333333333,29.586875000000003,92,431,93,4,0,0
2024-01-06,1,82.6875,87.04166666666667,29.72125,87,431,91,5,1,0
2024-01-07,0,82.79166666666667,82.08333333333333,29.70125,89,435,87,6,1,0
2024-01-08,0,82.79166666666667,82.47916666666667,29.731250000000003,90,440,93,0,0,0
2024-01-09,0,83.47916666666667,76.91666666666667,29.668125,92,422,93,1,0,0
2024-01-10,0,82.29166666666667,79.8125,29.670625,90,420,96,2,0,0
2024-01-11,0,83.08333333333333,77.10416666666667,29.71625,92,431,94,3,0,0
2024-01-12,0,79.70833333333333,86.29166666666667,29.668125,89,422,91,4,0,0
2024-01-13,0,80.33333333333333,81.83333333333333,29.755,92,439,95,5,1,1
2024-01-14,0,79.68085106382979,80.61702127659575,29.77297872340425,89,415,91,6,1,0
2024-01-15,0,81.125,80.52083333333333,29.755416666666665,94,426,94,0,0,0
2024-01-16,1,82.29166666666667,81.97916666666667,29.750625,90,424,91,1,0,0
2024-01-17,0,82.60416666666667,76.83333333333333,29.743125000000003,93,436,94,2,0,0
2024-01-18,0,80.79166666666667,81.79166666666667,29.75625,94,407,95,3,0,0
2024-01-19,0,81.52083333333333,81.20833333333333,29.752916666666668,92,422,95,4,0,0
2024-01-20,1,80.77083333333333,81.125,29.764166666666668,94,420,92,5,1,0
2024-01-21,0,80.35416666666667,83.4375,29.78625,83,426,89,6,1,0
2024-01-22,0,79.0625,88.125,29.796666666666667,93,434,94,0,0,0
2024-01-23,1,79.93617021276596,85.51063829787235,29.807659574468087,91,435,89,1,0,0
2024-01-24,0,79.77083333333333,88.52083333333333,29.81770833333333,91,429,92,2,0,0
2024-01-25,0,79.57446808510639,90.29787234042551,29.85127659574468,76,431,93,3,0,0
2024-01-26,1,80.75,85.4375,29.8675,87,428,93,4,0,0
2024-01-27,0,80.08510638297872,83.65957446808511,29.85617021276596,92,414,95,5,1,0
2024-01-28,0,80.47916666666667,81.6875,29.853125,91,423,95,6,1,0
2024-01-29,0,81.08333333333333,79.375,29.84375,91,434,97,0,0,0
2024-01-30,0,81.625,77.1875,29.84125,92,424,88,1,0,0
2024-01-31,0,80.9375,80.02083333333333,29.830416666666665,94,421,91,2,0,0
2024-02-01,0,81.60416666666667,82.66666666666667,29.751875,90,426,95,3,0,0
2024-02-02,0,80.85416666666667,81.875,29.81020833333333,93,424,91,4,0,0
2024-02-03,0,83.51063829787235,77.80851063829788,29.751063829787235,86,417,94,5,1,0
2024-02-04,0,86.20833333333333,72.20833333333333,29.678125,90,428,97,6,1,0
2024-02-05,0,86.61224489795919,77.40816326530613,29.617346938775512,91,445,93,0,0,0
2024-02-06,0,81.54166666666667,89.08333333333333,29.74895833333333,91,434,95,1,0,0
2024-02-07,1,83.35416666666667,77.5625,29.6625,91,427,92,2,0,0
2024-02-08,0,82.625,80.95833333333333,29.71,90,443,90,3,0,0
2024-02-09,0,82.04166666666667,83.75,29.675625,91,427,89,4,0,0
2024-02-10,1,83.1875,80.9375,29.691875,83,427,90,5,1,0
2024-02-11,0,80.79166666666667,85.875,29.7225,87,420,94,6,1,0
2024-02-12,0,80.64583333333333,83.9375,29.6625,94,421,92,0,0,0
2024-02-13,0,82.02083333333333,75.08333333333333,29.827291666666667,91,434,83,1,0,0
2024-02-14,0,82.35416666666667,80.8125,29.793541666666663,88,440,90,2,0,0
2024-02-15,0,83.20833333333333,76.85416666666667,29.803541666666664,91,423,92,3,0,0
2024-02-16,0,82.58333333333333,76.97916666666667,29.796875,94,424,89,4,0,0
2024-02-17,0,82.16666666666667,74.77083333333333,29.772916666666664,90,422,95,5,1,0
2024-02-18,0,81.70833333333333,78.75,29.77520833333333,94,413,87,6,1,0
2024-02-19,0,83.83333333333333,77.72916666666667,29.77270833333333,92,437,96,0,0,0
2024-02-20,0,83.79166666666667,78.91666666666667,29.76395833333333,93,440,88,1,0,0
2024-02-21,0,83.16666666666667,77.5,29.754791666666662,96,439,90,2,0,0
2024-02-22,0,82.33333333333333,77.375,29.777708333333333,91,422,93,3,0,0
2024-02-23,1,82.5,75.625,29.78645833333333,90,431,93,4,0,0
2024-02-24,0,82.95918367346938,74.44897959183673,29.7730612244898,94,430,93,5,1,1
2024-02-25,0,83.5,74.625,29.761041666666667,94,428,94,6,1,0
2024-02-26,0,84.25,73.10416666666667,29.750625,93,432,94,0,0,1
2024-02-27,0,83.52083333333333,73.72916666666667,29.743333333333336,89,426,90,1,0,0
2024-02-28,0,84.45833333333333,71.22916666666667,29.718125,89,414,95,2,0,0
2024-02-29,0,82.66666666666667,72.95833333333333,29.739375,93,422,96,3,0,0
2024-03-01,1,81.5,82.72916666666667,29.749583333333334,90,436,93,4,0,0
2024-03-02,0,81.22916666666667,81.35416666666667,29.820625000000003,94,426,91,5,1,0
2024-03-03,0,83.5,77.22916666666667,29.74,90,412,92,6,1,0
2024-03-04,0,86.79166666666667,72.66666666666667,29.690625,94,432,90,0,0,0
2024-03-05,0,86.39583333333333,79.08333333333333,29.65125,87,445,95,1,0,0
2024-03-06,0,83.75,83.4375,29.739791666666665,88,438,92,2,0,0
2024-03-07,0,83.58333333333333,75.0,29.6775,93,417,95,3,0,0
2024-03-08,1,81.14583333333333,85.22916666666667,29.72,83,441,97,4,0,0
2024-03-09,0,82.95833333333333,76.125,29.711250000000003,91,428,93,5,1,0
2024-03-10,0,80.6875,89.02083333333333,29.716875,91,428,94,6,1,0
2024-03-11,0,80.6875,85.75,29.70375,82,450,93,0,0,0
2024-03-12,0,80.41666666666667,88.16666666666667,29.675625,88,433,91,1,0,0
2024-03-13,1,83.41666666666667,72.41666666666667,29.789583333333336,91,432,91,2,0,0
2024-03-14,1,84.60416666666667,73.54166666666667,29.769791666666663,96,431,95,3,0,0
2024-03-15,1,84.375,73.29166666666667,29.76354166666667,92,432,94,4,0,0
2024-03-16,0,83.625,72.66666666666667,29.785208333333333,99,432,90,5,1,0
2024-03-17,0,84.45833333333333,73.60416666666667,29.77125,92,428,93,6,1,0
2024-03-18,0,83.125,73.91666666666667,29.743333333333336,93,428,90,0,0,0
2024-03-19,0,82.75,73.3125,29.75333333333333,92,436,94,1,0,0
2024-03-20,0,82.85416666666667,71.91666666666667,29.785833333333333,87,422,97,2,0,0
2024-03-21,1,83.70833333333333,71.5,29.753958333333333,88,411,93,3,0,0
2024-03-22,1,82.72916666666667,75.22916666666667,29.6875,92,428,97,4,0,0
2024-03-23,0,85.0,74.16666666666667,29.698125,92,437,91,5,1,0
2024-03-24,0,85.25,74.8125,29.739375,91,432,90,6,1,0
2024-03-25,0,83.72916666666667,73.79166666666667,29.739375,94,430,89,0,0,0
2024-03-26,0,82.35416666666667,79.5625,29.76083333333333,92,431,97,1,0,0
2024-03-27,0,85.08333333333333,76.0,29.80208333333333,93,450,89,2,0,0
2024-03-28,0,85.875,76.35416666666667,29.751041666666666,90,433,91,3,0,0
2024-03-29,0,86.02083333333333,76.625,29.729375,92,420,93,4,0,0
2024-03-30,0,83.66666666666667,82.85416666666667,29.78458333333333,90,432,93,5,1,0
2024-03-31,0,83.85416666666667,81.10416666666667,29.78125,90,439,92,6,1,0
2024-04-01,0,82.0,80.91489361702128,29.753829787234043,92,410,93,0,0,0
2024-04-02,0,81.72916666666667,81.14583333333333,29.832083333333333,94,429,93,1,0,0
2024-04-03,1,83.54166666666667,76.60416666666667,29.733125,94,425,89,2,0,0
2024-04-04,0,86.60416666666667,72.75,29.685625,92,424,89,3,0,0
2024-04-05,0,84.10416666666667,83.1875,29.659375,92,433,89,4,0,0
2024-04-06,0,85.89583333333333,75.9375,29.7175,88,423,96,5,1,1
2024-04-07,0,82.0,79.48936170212765,29.71595744680852,91,429,87,6,1,0
2024-04-08,0,80.4375,82.35416666666667,29.733125,90,425,95,0,0,1
2024-04-09,0,83.58333333333333,75.79166666666667,29.68875,90,436,90,1,0,0
2024-04-10,0,81.0,85.39583333333333,29.714375,86,444,92,2,0,0
2024-04-11,0,79.52083333333333,91.04166666666669,29.699375,76,450,94,3,0,0
2024-04-12,0,78.72916666666667,89.8125,29.679375000000004,87,427,96,4,0,1
2024-04-13,2,85.83333333333333,72.25,29.70125,92,421,97,5,1,1
2024-04-14,0,85.24489795918367,74.63265306122449,29.72326530612245,96,448,95,6,1,1
2024-04-15,0,86.79591836734694,72.59183673469387,29.72448979591837,95,434,90,0,0,1
2024-04-16,2,86.3125,72.08333333333333,29.69875,94,422,92,1,0,1
2024-04-17,1,86.02083333333333,73.64583333333333,29.688125,92,430,90,2,0,0
2024-04-18,0,86.9375,71.95833333333333,29.664375000000003,85,443,91,3,0,0
2024-04-19,0,84.875,78.77083333333333,29.636875,87,447,92,4,0,0
2024-04-20,1,83.79166666666667,84.64583333333333,29.638125,85,436,91,5,1,0
2024-04-21,0,84.53191489361703,83.02127659574468,29.65212765957447,82,424,87,6,1,0
2024-04-22,0,86.5,79.60416666666667,29.64,90,433,92,0,0,0
2024-04-23,0,86.70833333333333,75.52083333333333,29.62875,90,420,91,1,0,0
2024-04-24,0,86.79166666666667,73.77083333333333,29.62625,93,418,90,2,0,0
2024-04-25,0,86.1875,78.5,29.628125,83,437,91,3,0,0
2024-04-26,0,84.66666666666667,82.6875,29.6325,88,425,94,4,0,0
2024-04-27,0,87.58333333333333,71.22916666666667,29.621875,92,423,92,5,1,0
2024-04-28,0,83.625,83.1875,29.6575,86,430,92,6,1,0
2024-04-29,0,86.41666666666667,78.27083333333333,29.665000000000003,94,422,95,0,0,0
2024-04-30,0,87.125,76.04166666666667,29.620625,88,428,96,1,0,0
2024-05-01,0,80.5625,81.97916666666667,29.765833333333333,95,418,94,2,0,1
2024-05-02,0,81.1875,80.54166666666667,29.83145833333333,93,427,89,3,0,0
2024-05-03,0,83.89583333333333,78.64583333333333,29.72,92,431,91,4,0,0
2024-05-04,0,85.75,69.5,29.66375,96,416,89,5,1,1
2024-05-05,0,83.60416666666667,84.8125,29.644375,91,439,94,6,1,0
2024-05-06,0,86.89583333333333,69.8125,29.726875000000003,93,433,91,0,0,1
2024-05-07,0,79.75,83.5625,29.689375,86,424,87,1,0,0
2024-05-08,0,81.04166666666667,82.4375,29.711875000000003,89,432,97,2,0,0
2024-05-09,0,83.64583333333333,76.22916666666667,29.64125,88,430,92,3,0,0
2024-05-10,0,78.5,92.89583333333331,29.70875,76,458,93,4,0,0
2024-05-11,0,79.22916666666667,88.6875,29.718125,76,464,92,5,1,0
2024-05-12,0,78.3125,91.08333333333331,29.675,93,428,97,6,1,0
2024-05-13,0,84.64583333333333,81.0625,29.67875,94,426,86,0,0,0
2024-05-14,2,86.5,78.89583333333333,29.675,89,436,93,1,0,0
2024-05-15,0,87.41666666666667,76.16666666666667,29.681875,89,419,94,2,0,0
2024-05-16,0,81.52083333333333,91.35416666666669,29.68875,71,455,95,3,0,0
2024-05-17,0,82.8125,87.6875,29.675,87,430,91,4,0,0
2024-05-18,0,84.52083333333333,84.79166666666667,29.63625,91,423,92,5,1,0
2024-05-19,0,84.70833333333333,83.41666666666667,29.605625,87,432,92,6,1,0
2024-05-20,0,84.20833333333333,85.58333333333333,29.615625,87,424,93,0,0,0
2024-05-21,0,83.60416666666667,85.5625,29.64,90,423,90,1,0,0
2024-05-22,0,84.27083333333333,83.8125,29.648125000000004,85,433,93,2,0,1
2024-05-23,0,83.97916666666667,79.875,29.648750000000003,95,434,92,3,0,0
2024-05-24,0,86.25,76.52083333333333,29.6425,92,432,90,4,0,0
2024-05-25,0,84.70833333333333,79.52083333333333,29.659375,86,437,92,5,1,0
2024-05-26,1,86.1875,77.04166666666667,29.67375,92,432,94,6,1,0
2024-05-27,0,85.39583333333333,80.125,29.66125,92,442,89,0,0,0
2024-05-28,0,86.3125,77.125,29.661875,89,437,91,1,0,0
2024-05-29,0,85.29166666666667,83.77083333333333,29.65,82,450,97,2,0,0
2024-05-30,0,85.02083333333333,84.72916666666667,29.65125,89,437,92,3,0,0
2024-05-31,0,81.97916666666667,90.3125,29.67875,78,435,94,4,0,0
2024-06-01,0,80.9375,83.04166666666667,29.77145833333333,94,441,94,5,1,0
2024-06-02,1,80.85416666666667,81.72916666666667,29.8275,92,431,92,6,1,0
2024-06-03,0,84.22916666666667,76.16666666666667,29.688125,90,427,92,0,0,1
2024-06-04,0,84.66666666666667,70.89583333333333,29.67375,90,430,90,1,0,0
2024-06-05,0,82.77083333333333,84.8125,29.665000000000003,86,435,94,2,0,0
2024-06-06,0,86.66666666666667,69.5625,29.731875,93,423,94,3,0,0
2024-06-07,1,81.47916666666667,81.89583333333333,29.629375,90,425,96,4,0,0
2024-06-08,0,82.83333333333333,77.54166666666667,29.695625000000003,88,439,94,5,1,0
2024-06-09,0,82.67391304347827,83.15217391304348,29.64717391304348,88,427,90,6,1,0
2024-06-10,0,80.0,87.74358974358974,29.718461538461536,52,345,76,0,0,0
2024-06-11,0,78.45833333333333,90.52083333333331,29.742500000000003,76,438,89,1,0,0
2024-06-12,0,81.14583333333333,83.79166666666667,29.659375,90,425,93,2,0,0
2024-06-13,1,85.0625,70.85416666666667,29.7225,91,414,90,3,0,0
2024-06-14,1,85.9375,70.60416666666667,29.664375000000003,90,432,86,4,0,0
2024-06-15,0,85.08333333333333,75.02083333333333,29.64,93,426,91,5,1,0
2024-06-16,1,80.52083333333333,88.64583333333333,29.676875,85,437,93,6,1,0
2024-06-17,0,80.83333333333333,81.1875,29.701875,92,439,95,0,0,0
2024-06-18,0,82.77083333333333,76.91666666666667,29.675,93,423,89,1,0,0
2024-06-19,0,81.77083333333333,82.22916666666667,29.660625,87,426,91,2,0,0
2024-06-20,0,83.45833333333333,75.5,29.6525,93,414,91,3,0,0
2024-06-21,0,80.0,83.125,29.66,86,437,91,4,0,0
2024-06-22,0,80.0625,83.64583333333333,29.645,92,441,89,5,1,0
2024-06-23,0,80.4375,76.54166666666667,29.663125,91,415,92,6,1,0
2024-06-24,0,81.10416666666667,82.375,29.664375000000003,91,426,91,0,0,0
2024-06-25,0,82.08333333333333,78.125,29.634375,91,429,87,1,0,0
2024-06-26,0,83.0625,79.625,29.6375,95,434,93,2,0,0
2024-06-27,0,83.0,80.89583333333333,29.6825,82,442,91,3,0,0
2024-06-28,0,81.14583333333333,84.35416666666667,29.693125,87,430,89,4,0,0
2024-06-29,0,82.64583333333333,83.9375,29.69375,81,433,93,5,1,0
2024-06-30,0,83.10416666666667,80.97916666666667,29.731250000000003,86,421,87,6,1,0
2024-07-01,0,79.625,91.14583333333331,29.781666666666663,84,438,96,0,0,0
2024-07-02,4,81.85714285714286,80.3265306122449,29.796530612244897,96,431,92,1,0,0
2024-07-03,0,83.95833333333333,74.0,29.67375,90,429,93,2,0,0
2024-07-04,1,83.5,72.5625,29.663750000000004,94,431,97,3,0,0
2024-07-05,0,84.6875,83.25,29.704375,86,428,94,4,0,0
2024-07-06,0,83.91666666666667,80.89583333333333,29.70625,89,434,92,5,1,0
2024-07-07,0,82.6875,78.45833333333333,29.644375,87,436,92,6,1,0
2024-07-08,0,82.54166666666667,78.85416666666667,29.713125,90,422,96,0,0,0
2024-07-09,0,78.39583333333333,88.75,29.704375,81,437,93,1,0,0
2024-07-10,1,82.1063829787234,82.87234042553192,29.733829787234043,86,410,92,2,0,0
2024-07-11,0,80.95833333333333,85.08333333333333,29.727500000000003,88,436,88,3,0,0
2024-07-12,0,80.97916666666667,87.22916666666667,29.673125,92,439,92,4,0,0
2024-07-13,0,83.0625,79.97916666666667,29.626875,95,424,94,5,1,0
2024-07-14,0,81.97916666666667,80.79166666666667,29.63625,82,433,90,6,1,0
2024-07-15,0,83.5625,76.72916666666667,29.626875,93,423,89,0,0,0
2024-07-16,0,83.02083333333333,83.0625,29.629375,93,427,92,1,0,0
2024-07-17,0,79.10416666666667,91.77083333333331,29.649375000000003,85,442,92,2,0,0
2024-07-18,0,84.08333333333333,78.8125,29.649375000000003,93,430,93,3,0,0
2024-07-19,0,83.1875,82.85416666666667,29.64125,90,429,91,4,0,0
2024-07-20,0,84.45833333333333,78.72916666666667,29.66875,93,424,91,5,1,1
2024-07-21,0,83.6875,80.3125,29.68625,88,415,94,6,1,1
2024-07-22,0,85.44680851063829,78.63829787234043,29.68787234042553,90,428,94,0,0,1
2024-07-23,0,84.6875,78.22916666666667,29.690625,93,441,91,1,0,0
2024-07-24,0,84.29166666666667,77.60416666666667,29.633125000000003,94,432,92,2,0,0
2024-07-25,0,85.35416666666667,73.70833333333333,29.59125,91,426,87,3,0,0
2024-07-26,0,83.70833333333333,81.41666666666667,29.620625,92,415,91,4,0,0
2024-07-27,1,84.47916666666667,77.375,29.651875,92,425,91,5,1,0
2024-07-28,0,81.89583333333333,83.85416666666667,29.64375,87,437,89,6,1,1
2024-07-29,1,79.8125,85.4375,29.658125,86,440,93,0,0,1
2024-07-30,0,82.08333333333333,81.6875,29.684375000000003,82,435,90,1,0,0
2024-07-31,0,82.3125,83.25,29.729375,89,428,92,2,0,0
2024-08-01,1,81.39583333333333,86.6875,29.769375,88,429,89,3,0,0
2024-08-02,0,82.20833333333333,79.1875,29.76708333333333,92,422,94,4,0,0
2024-08-03,0,82.14583333333333,77.33333333333333,29.703125,96,430,93,5,1,0
2024-08-04,0,85.5625,74.02083333333333,29.685625,90,417,95,6,1,0
2024-08-05,1,85.8125,77.89583333333333,29.6825,94,422,92,0,0,0
2024-08-06,1,85.39583333333333,75.66666666666667,29.68375,88,419,91,1,0,0
2024-08-07,2,83.22916666666667,77.3125,29.64125,91,425,92,2,0,0
2024-08-08,0,83.8125,77.20833333333333,29.7,92,441,98,3,0,0
2024-08-09,0,78.80851063829788,88.51063829787235,29.738297872340425,81,430,91,4,0,0
2024-08-10,0,80.875,84.1875,29.742083333333337,81,450,94,5,1,0
2024-08-11,0,77.95833333333333,89.83333333333333,29.734375,90,442,89,6,1,0
2024-08-12,0,83.10416666666667,79.8125,29.68625,92,433,90,0,0,1
2024-08-13,0,83.875,76.70833333333333,29.663125,89,439,90,1,0,0
2024-08-14,0,81.5625,85.25,29.674375,86,435,87,2,0,0
2024-08-15,0,82.22916666666667,83.5625,29.6525,92,443,96,3,0,0
2024-08-16,0,82.85416666666667,84.625,29.638125,84,440,90,4,0,0
2024-08-17,0,82.0625,83.91666666666667,29.673125,91,433,94,5,1,0
2024-08-18,0,81.29166666666667,86.1875,29.69125,89,421,89,6,1,0
2024-08-19,0,81.64583333333333,83.35416666666667,29.688125,86,432,92,0,0,0
2024-08-20,0,80.41666666666667,81.375,29.719375,90,435,89,1,0,0
2024-08-21,1,82.85416666666667,75.16666666666667,29.720625,91,431,92,2,0,0
2024-08-22,0,82.0,83.6875,29.71375,80,439,94,3,0,0
2024-08-23,0,78.70833333333333,91.0625,29.751875,76,445,95,4,0,0
2024-08-24,0,82.08333333333333,79.52083333333333,29.73375,89,434,93,5,1,0
2024-08-25,0,78.70833333333333,88.04166666666667,29.721875,86,430,92,6,1,0
2024-08-26,0,80.8125,83.64583333333333,29.70125,89,422,96,0,0,0
2024-08-27,0,79.14583333333333,87.875,29.716875,85,433,96,1,0,0
2024-08-28,0,78.9375,85.72916666666667,29.71875,82,438,93,2,0,0
2024-08-29,1,81.5625,83.77083333333333,29.700000000000003,95,430,91,3,0,0
2024-08-30,0,83.83333333333333,76.35416666666667,29.695000000000004,97,435,90,4,0,0
2024-08-31,0,82.66666666666667,80.66666666666667,29.704375,94,425,101,5,1,0
2024-09-01,1,80.875,87.04166666666667,29.752916666666668,87,435,94,6,1,0
2024-09-02,1,81.95833333333333,78.0625,29.80270833333333,91,432,95,0,0,0
2024-09-03,0,80.33333333333333,85.83333333333333,29.73333333333333,91,425,91,1,0,0
2024-09-04,0,86.1875,74.10416666666667,29.685625,91,434,93,2,0,0
2024-09-05,0,86.33333333333333,78.75,29.655,93,421,92,3,0,0
2024-09-06,0,84.20833333333333,73.89583333333333,29.685,93,421,92,4,0,0
2024-09-07,1,82.20833333333333,81.875,29.680000000000003,88,426,91,5,1,0
2024-09-08,0,82.10416666666667,83.625,29.7025,87,446,95,6,1,0
2024-09-09,0,80.04166666666667,80.89583333333333,29.696875,94,424,88,0,0,0
2024-09-10,0,79.57446808510639,88.53191489361703,29.707021276595743,80,425,93,1,0,0
2024-09-11,0,77.5,93.1875,29.730625,88,438,89,2,0,0
2024-09-12,0,78.39583333333333,91.29166666666669,29.696250000000003,82,433,96,3,0,0
2024-09-13,0,79.61702127659575,84.61702127659575,29.695531914893618,87,431,88,4,0,0
2024-09-14,1,79.45833333333333,87.52083333333333,29.655625,78,444,98,5,1,0
2024-09-15,0,78.22916666666667,91.35416666666669,29.653125000000003,73,442,88,6,1,0
2024-09-16,0,78.5,88.97916666666667,29.64375,64,472,93,0,0,0
2024-09-17,0,78.97916666666667,87.0,29.619375,71,455,92,1,0,0
2024-09-18,0,78.4,85.55555555555556,29.588,73,424,88,2,0,0
2024-09-19,0,79.97916666666667,84.95833333333333,29.579375,83,431,91,3,0,0
2024-09-20,1,80.14583333333333,84.25,29.613125,85,446,91,4,0,0
2024-09-21,0,80.77083333333333,84.52083333333333,29.63125,91,430,93,5,1,0
2024-09-22,0,80.34042553191489,88.25531914893617,29.648297872340425,84,410,92,6,1,0
2024-09-23,0,80.9375,84.25,29.693125,78,448,91,0,0,0
2024-09-24,0,78.89583333333333,90.625,29.719375,87,444,93,1,0,0
2024-09-25,0,80.16666666666667,87.35416666666667,29.72125,83,435,97,2,0,0
2024-09-26,1,80.02083333333333,86.14583333333333,29.711875000000003,85,439,92,3,0,0
2024-09-27,0,82.0625,81.25,29.694375,94,425,94,4,0,0
2024-09-28,0,82.60416666666667,84.9375,29.69375,84,443,96,5,1,0
2024-09-29,1,83.39583333333333,79.02083333333333,29.7075,91,435,92,6,1,0
2024-09-30,0,82.33333333333333,82.41666666666667,29.685,87,422,95,0,0,0
2024-10-01,0,81.52083333333333,85.16666666666667,29.73375,87,439,92,1,0,0
2024-10-02,0,82.33333333333333,75.1875,29.8425,87,428,94,2,0,0
2024-10-03,0,82.77083333333333,77.4375,29.77958333333333,95,427,93,3,0,0
2024-10-04,1,86.125,76.45833333333333,29.714375,92,429,94,4,0,0
2024-10-05,1,83.29166666666667,85.64583333333333,29.68125,87,422,92,5,1,0
2024-10-06,0,84.35416666666667,73.20833333333333,29.714375,89,433,94,6,1,0
2024-10-07,0,81.97916666666667,82.45833333333333,29.731250000000003,88,443,96,0,0,0
2024-10-08,0,83.10416666666667,78.25,29.681875,90,423,90,1,0,0
2024-10-09,0,82.54166666666667,75.5,29.67875,90,432,95,2,0,0
2024-10-10,0,79.77083333333333,89.54166666666667,29.679375000000004,83,442,95,3,0,0
2024-10-11,0,80.04166666666667,85.95833333333333,29.71875,90,434,89,4,0,0
2024-10-12,0,78.875,90.75,29.675,85,440,95,5,1,0
2024-10-13,2,80.3125,87.66666666666667,29.69375,87,432,90,6,1,1
2024-10-14,2,80.45833333333333,89.125,29.69125,87,418,92,0,0,1
2024-10-15,0,80.1875,90.54166666666669,29.7175,85,434,91,1,0,0
2024-10-16,0,81.625,84.125,29.71875,90,422,97,2,0,0
2024-10-17,0,81.20833333333333,86.0,29.718125,89,434,93,3,0,0
2024-10-18,0,80.5,83.66666666666667,29.714375,87,427,94,4,0,0
2024-10-19,0,81.0625,82.60416666666667,29.725625,89,418,93,5,1,0
2024-10-20,0,82.0625,80.16666666666667,29.744791666666668,92,423,93,6,1,0
2024-10-21,0,83.72916666666667,73.52083333333333,29.735625,93,431,93,0,0,0
2024-10-22,0,82.64583333333333,72.04166666666667,29.719375,94,428,96,1,0,0
2024-10-23,0,81.47916666666667,80.0625,29.731875,94,431,90,2,0,1
2024-10-24,0,80.20833333333333,87.0625,29.721875,86,410,93,3,0,0
2024-10-25,0,79.72916666666667,84.70833333333333,29.710625000000004,90,427,87,4,0,0
2024-10-26,0,80.1875,83.04166666666667,29.679375000000004,90,446,93,5,1,0
2024-10-27,0,79.08333333333333,89.39583333333333,29.644375,79,433,90,6,1,0
2024-10-28,0,81.25,85.02083333333333,29.634375,92,418,92,0,0,0
2024-10-29,0,80.91666666666667,85.64583333333333,29.68125,85,424,90,1,0,0
2024-10-30,0,82.83333333333333,79.79166666666667,29.7175,88,425,97,2,0,0
2024-10-31,0,81.95833333333333,81.89583333333333,29.71875,88,419,91,3,0,0
2024-11-01,0,81.20833333333333,84.4375,29.758125000000003,95,432,90,4,0,0
2024-11-02,0,82.5,71.9375,29.876875,94,437,90,5,1,0
2024-11-03,1,82.47916666666667,72.625,29.801458333333333,88,432,92,6,1,0
2024-11-04,1,85.375,70.60416666666667,29.7125,91,427,88,0,0,0
2024-11-05,1,85.5625,80.125,29.71375,93,433,92,1,0,0
2024-11-06,0,85.45833333333333,69.16666666666667,29.738125,90,418,93,2,0,0
2024-11-07,0,81.3125,83.41666666666667,29.703125,86,429,97,3,0,0
2024-11-08,0,84.45833333333333,76.27083333333333,29.644375,93,433,92,4,0,0
2024-11-09,0,83.75,76.70833333333333,29.699375,92,428,93,5,1,0
2024-11-10,0,80.5625,90.70833333333331,29.67875,71,446,91,6,1,0
2024-11-11,0,81.35416666666667,86.52083333333333,29.70375,81,430,94,0,0,0
2024-11-12,0,80.8125,82.66666666666667,29.645625,92,425,94,1,0,0
2024-11-13,0,81.45833333333333,82.33333333333333,29.669375,91,431,91,2,0,0
2024-11-14,0,80.97916666666667,87.5625,29.675625,82,430,89,3,0,0
2024-11-15,0,82.5625,81.25,29.678125,87,439,95,4,0,0
2024-11-16,0,82.47916666666667,82.22916666666667,29.663125,89,430,95,5,1,0
2024-11-17,1,83.20833333333333,80.25,29.663125,91,426,91,6,1,0
2024-11-18,0,82.77083333333333,78.29166666666667,29.659375,94,432,91,0,0,0
2024-11-19,0,82.54166666666667,78.45833333333333,29.685,90,427,95,1,0,0
2024-11-20,0,80.79166666666667,83.9375,29.67625,80,428,90,2,0,0
2024-11-21,0,78.5625,91.16666666666669,29.6625,77,439,91,3,0,0
2024-11-22,0,78.16666666666667,91.625,29.68375,88,438,96,4,0,0
2024-11-23,0,80.08333333333333,87.97916666666667,29.6775,77,445,93,5,1,0
2024-11-24,0,79.79166666666667,90.125,29.683125,82,447,90,6,1,0
2024-11-25,0,79.91666666666667,92.25,29.668125,80,439,91,0,0,0
2024-11-26,0,76.125,96.875,29.680625000000003,55,464,89,1,0,0
2024-11-27,0,73.91666666666667,97.125,29.711250000000003,57,478,99,2,0,0
2024-11-28,0,74.58333333333333,96.25,29.711250000000003,58,481,91,3,0,0
2024-11-29,1,75.95833333333333,95.04166666666669,29.70625,61,469,91,4,0,0
2024-11-30,0,77.97916666666667,91.5,29.685,83,428,94,5,1,0
2024-12-01,0,80.20833333333333,83.89583333333333,29.75625,93,428,90,6,1,0
2024-12-02,0,82.25,71.1875,29.859375,92,428,92,0,0,0
2024-12-03,0,82.1875,74.875,29.80395833333333,94,415,90,1,0,0
2024-12-04,0,86.5,71.45833333333333,29.69875,90,431,93,2,0,0
2024-12-05,0,85.6875,79.20833333333333,29.696250000000003,88,421,94,3,0,1
2024-12-06,0,85.02083333333333,66.64583333333333,29.750833333333333,93,428,95,4,0,0
2024-12-07,1,79.95833333333333,88.16666666666667,29.67875,91,429,93,5,1,0
2024-12-08,0,83.54166666666667,74.3125,29.648125000000004,91,410,89,6,1,0
2024-12-09,0,81.52083333333333,82.08333333333333,29.715,91,439,91,0,0,0
2024-12-10,0,79.97916666666667,89.375,29.693125,84,440,95,1,0,1
2024-12-11,0,78.375,91.20833333333331,29.696875,82,433,89,2,0,0
2024-12-12,0,77.54166666666667,93.10416666666669,29.63,91,424,88,3,0,0
2024-12-13,1,76.83333333333333,95.6875,29.65,80,439,95,4,0,0
